브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
플루800,에프씨푸드(FCFOOD),19,6,0,0,0,"65,532
(0.39)","3,489
(0.02)"
베러먼데이,베러먼데이드링크코리아(주),18,11,2,0,2,"118,539
(0.71)","7,652
(0.05)"
데니스,데니스,18,5,0,7,2,"151,600
(0.91)","6,429
(0.04)"
카페도헤이 왕의커피,(주)카페도헤이,17,6,0,1,0,"85,863
(0.51)","4,018
(0.02)"
커피더캠프,(주)씨티씨피,17,1,7,0,0,"144,262
(0.86)","21,932
(0.13)"
팬도로시,(주)올리브홀딩스,16,0,1,0,0,"163,306
(0.98)","4,528
(0.03)"
뜰커피,뜰5커피,16,10,0,0,0,"209,653
(1.25)","9,220
(0.06)"
루머팡,(주)루머팡,16,0,1,0,0,"0
(0.00)","0
(0.00)"
코페아커피(COFFEA COFFEE),(주)감성인터내셔널,16,0,0,5,0,"136,227
(0.81)","4,135
(0.02)"
도노텀블,(주)도노텀블,16,6,0,2,1,"128,089
(0.77)","5,244
(0.03)"
줄리앙 와플,(주)브라더푸드,16,4,8,0,0,"0
(0.00)","0
(0.00)"
하바나익스프레스,(주)주원에프앤비,15,0,10,0,1,"119,667
(0.72)","4,009
(0.02)"
백금당,백금당,15,8,0,0,1,"196,232
(1.17)","7,195
(0.04)"
커피101스트릿(COFFEE 101 STREET),㈜커피101스트릿,15,4,0,0,1,"168,016
(1.01)","7,520
(0.04)"
CAFE 설렘주의보,설렘,15,15,0,0,0,"127,383
(0.76)","11,732
(0.07)"
카페라떼르,(주)커먼파트너스,15,0,0,2,0,"87,210
(0.52)","1,875
(0.01)"
콘레드커피,(주)케이디즈,15,13,0,1,0,"214,064
(1.28)","26,099
(0.16)"
빌리브라운(BILLYBROWN),(주)빌리컴퍼니,14,3,1,0,2,"145,961
(0.87)","9,403
(0.06)"
cafe65℃,(주)육십오도씨,14,1,0,1,1,"166,191
(0.99)","7,568
(0.05)"
반반스프링스커피(BANBANSPRINGS COFFEE),반반스프링스,14,3,0,4,0,"255,035
(1.53)","4,412
(0.03)"
전광수커피,(주)전광수커피,14,0,0,1,0,"261,898
(1.57)","7,840
(0.05)"
랭스터디카페(LANG STUDY CAFE),(주)더뉴웨이스,13,6,1,0,1,"236,417
(1.41)","3,708
(0.02)"
킹스빈,킹스빈코리아,13,4,0,2,0,"134,615
(0.81)","6,603
(0.04)"
커피사피엔스,(주)커피사피엔스,13,6,0,1,1,"112,604
(0.67)","13,056
(0.08)"
록시드갸토(LOXID GATEAU),(주)지제이케이홀딩스,13,11,0,0,0,"141,829
(0.85)","4,605
(0.03)"
슈퍼사이즈커피,(주)에스에이치리테일,13,0,0,1,0,"76,213
(0.46)","6,567
(0.04)"
더바움(The BAUM),(주)더바움코리아,13,10,2,0,0,"216,947
(1.30)","20,564
(0.12)"
라떼킹(latteking),블루빈컴퍼니(주),12,0,0,4,0,"118,040
(0.71)","6,747
(0.04)"
크레이저커피(C.Razer coffee),(주)크레이저커피그룹,12,7,0,3,1,"60,795
(0.36)","2,925
(0.02)"
바리스타비,(주)바리스타비,11,0,0,0,0,"55,718
(0.33)","2,057
(0.01)"
토리스타특별한커피,토리스타씨앤에스(toristarC&S),11,4,0,1,2,"135,231
(0.81)","4,551
(0.03)"
마노핀,(주)엠피그룹,11,0,1,0,0,"180,301
(1.08)","29,936
(0.18)"
프롬하츠(FROM HEARTS),(주)프롬하츠,11,3,0,0,1,"209,863
(1.26)","6,408
(0.04)"
블랙라인커피,(주)카페발트,11,0,2,1,2,"145,630
(0.87)","13,172
(0.08)"
