브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
스타곱스,(주)금표에프앤씨,32,33,0,1,0,"1,450
(0.00)","733
(0.00)"
샤브보트,(주)채선당,32,6,0,2,1,"469,799
(1.21)","22,785
(0.06)"
집으로돼지,(주)메이에프앤에스,32,11,0,8,2,"104,143
(0.27)","6,050
(0.02)"
두뽂스,(주)나도람에프씨,32,33,0,1,1,"0
(0.00)","0
(0.00)"
국밥여행,(주)팀스카이,32,30,0,0,0,"0
(0.00)","0
(0.00)"
부대통령뚝배기,(주)부대통령,32,22,0,1,2,"198,745
(0.51)","9,686
(0.02)"
삼백집,(주)휴림,32,2,0,4,1,"431,966
(1.11)","10,440
(0.03)"
대독장,비투에스(주),32,8,0,1,4,"325,198
(0.84)","11,480
(0.03)"
곱깨비,곱깨비원,32,13,0,13,1,"73,096
(0.19)","4,250
(0.01)"
완산골명가,(주)더드림에프에스,32,3,0,12,1,"0
(0.00)","0
(0.00)"
닭갈비제작소,(주)닥인흥업,32,0,0,0,0,"434,920
(1.12)","7,876
(0.02)"
남다른대구막창,이안에에프앤비,31,6,0,3,1,"195,417
(0.50)","6,588
(0.02)"
더만족,더만족,31,2,0,6,2,"363,009
(0.94)","9,930
(0.03)"
도둑고기,(주)행복한상상에프앤비,31,7,0,3,2,"556,107
(1.43)","13,687
(0.04)"
육풍,(주)보담,31,0,0,19,0,"720,554
(1.86)","11,124
(0.03)"
안동국밥곰탕,케이엠에스,31,2,15,0,1,"274,169
(0.71)","6,255
(0.02)"
돈오락쪽갈비,(주)지강푸드,31,9,3,0,0,"247,682
(0.64)","13,518
(0.03)"
또와유 명태간장조림,(주)해오름에프에스,30,3,2,5,3,"290,700
(0.75)","8,305
(0.02)"
꽃찬찜닭,플라워푸드,30,14,0,4,5,"0
(0.00)","0
(0.00)"
1인자감자탕,(주)제이에스일인자,30,1,1,0,0,"521,677
(1.35)","11,551
(0.03)"
홍대칼국수와족발,(주)다온에프엔비,30,8,0,5,4,"308,167
(0.80)","12,006
(0.03)"
명태어장,케이더블유에프,30,30,0,0,0,"382,307
(0.99)","9,461
(0.02)"
JBD 종로빈대떡,종로빈대떡체인사업부,30,7,1,1,1,"43,613
(0.11)","2,057
(0.01)"
군산오징어,(주)산무리,30,3,5,6,4,"263,125
(0.68)","8,959
(0.02)"
가얏골감자탕,지앤지푸드,30,0,4,0,2,"188,436
(0.49)","4,283
(0.01)"
쪽찌,(주)마더푸드,30,16,0,3,0,"300,907
(0.78)","10,916
(0.03)"
돼지영농후계자,돼지영농후계자,30,4,5,0,4,"0
(0.00)","0
(0.00)"
달인박경규항아리보쌈,항아리보쌈,29,4,0,1,1,"0
(0.00)","0
(0.00)"
뼈대있는국밥,할매손집밥,29,29,0,0,1,"7,255
(0.02)","366
(0.00)"
미스터오징어,미스앤미스터㈜,29,2,0,17,1,"620,444
(1.60)","16,469
(0.04)"
안동본가국밥,(주)두웰푸드,29,3,0,8,1,"394,621
(1.02)","8,157
(0.02)"
청양일초,(주)청해,29,2,3,3,2,"354,507
(0.91)","5,927
(0.02)"
곽만근갈비탕,(주)곽푸드에프씨,28,0,0,3,1,"660,043
(1.70)","11,090
(0.03)"
소소린,소소린(주),28,24,0,2,1,"97,981
(0.25)","0
(0.00)"
만나고쪽갈비가,맛있는에프앤비(F&B),28,5,0,3,0,"191,141
(0.49)","7,351
(0.02)"
쉐프삼촌,(주)쿡피플,28,2,0,3,6,"0
(0.00)","0
(0.00)"
전주남문조춘자토종피순대국,(주)비엔에스푸드,28,3,0,13,5,"280,683
(0.72)","7,570
(0.02)"
우거지품은순대국,(주)우품,28,13,0,3,1,"344,389
(0.89)","12,232
(0.03)"
통달배,(주)톰앤드,28,31,0,10,0,"150,511
(0.39)","9,293
(0.02)"
백종원의원조쌈밥집,(주)더본코리아,28,6,0,7,0,"537,583
(1.39)","7,619
(0.02)"
