브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
폼프리츠,폼프리츠,0,0,0,0,0,"0
(0.00)","0
(0.00)"
디오니스,세음에프앤비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
지구상사,(주)팀어반,0,0,0,0,0,"0
(0.00)","0
(0.00)"
비투비(BEER 2 BEER),(주)다모아에프앤비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
린생사진관,(주)에스앤디코퍼레이션,0,0,0,0,0,"0
(0.00)","0
(0.00)"
켈틱타이거,켈틱타이거(CELTICTIGER),0,0,0,0,0,"0
(0.00)","0
(0.00)"
제이에이치 곰포차,제이에이치푸드,0,0,0,0,0,"0
(0.00)","0
(0.00)"
원투쓰리포차,(주)한배에프씨,0,0,0,0,0,"0
(0.00)","0
(0.00)"
장미맨숀,(유)장미에프앤씨,0,0,0,0,0,"0
(0.00)","0
(0.00)"
공룡슈퍼,(주)더조은컴퍼니,0,0,0,0,0,"0
(0.00)","0
(0.00)"
주식회사포차천국,(주)미트더석세스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
금복주류,피에스피에프앤디(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
취중다마,상생,0,0,0,0,0,"0
(0.00)","0
(0.00)"
맥탐정 홉스301,(주)올머스트,0,0,0,0,0,"0
(0.00)","0
(0.00)"
망고비어,(주)남천에프앤비,0,0,0,1,0,"0
(0.00)","0
(0.00)"
"오늘,맥주한잔",(주)오늘연구소,0,0,0,0,0,"0
(0.00)","0
(0.00)"
막이오름,(주)더본코리아,0,0,0,0,0,"0
(0.00)","0
(0.00)"
팔팔호프,(유)팔팔에프앤비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
CGB대한맥주,(주)모두에프엔씨,0,0,0,0,0,"0
(0.00)","0
(0.00)"
미씽유,보고싶다(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
동시상영,(주)제이와이피,0,0,0,0,0,"0
(0.00)","0
(0.00)"
