브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
코딩놀자,더캠트사업본부,1,0,0,1,0,"0
(0.00)","0
(0.00)"
소소한날,소소한날소잉스튜디오,1,1,0,0,0,"0
(0.00)","0
(0.00)"
MAZA,(주)맨투맨키즈,1,0,0,0,0,"0
(0.00)","0
(0.00)"
스칸디오감,(주)프렌즈에듀,1,1,0,0,0,"0
(0.00)","0
(0.00)"
지니어스 뮤직 코리아,지니어스피아노(GeniusPiano),1,1,0,0,0,"0
(0.00)","0
(0.00)"
예숨,파랑새협동조합경기공예예술터,0,0,0,0,0,"0
(0.00)","0
(0.00)"
아츠맘플레이,(주)제이앤디힐링뮤직,0,0,0,0,0,"0
(0.00)","0
(0.00)"
호키태권도,호키태권도(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
그림아트스튜디오,(주)그림아트스튜디오,0,0,0,0,0,"0
(0.00)","0
(0.00)"
유니팝,유니팝미술학원,0,0,0,0,0,"0
(0.00)","0
(0.00)"
방문미술그림샘,방문미술그림샘,0,0,0,0,0,"0
(0.00)","0
(0.00)"
아소비,(주)아소비교육,0,0,0,0,0,"0
(0.00)","0
(0.00)"
힐링리듬댄스,힐링리듬댄스진흥원,0,0,0,0,0,"0
(0.00)","0
(0.00)"
어린이천문대,(주)아스트로캠프,0,0,0,0,0,"0
(0.00)","0
(0.00)"
지니포레,(주)뫼비우스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
써브마린,써브마린,0,0,0,0,0,"0
(0.00)","0
(0.00)"
마리뮤직홈스쿨,마리뮤직홈스쿨,0,0,0,0,0,"0
(0.00)","0
(0.00)"
토토빌,(주)토토빌키즈,0,0,0,0,0,"0
(0.00)","0
(0.00)"
석세스뮤직(SUCCESS MUSIC),(주)에듀석세스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
딸기아트센터,(주)딸기아트센터,0,0,0,0,0,"0
(0.00)","0
(0.00)"
씽크스퀘어,(주)씽크스퀘어,0,0,0,0,0,"0
(0.00)","0
(0.00)"
수빈아카데미,(주)수빈아카데미,0,0,0,0,0,"0
(0.00)","0
(0.00)"
아이키친,아이키친,0,0,0,0,0,"0
(0.00)","0
(0.00)"
안정환에프씨,(주)안정환에프씨,0,0,0,0,0,"0
(0.00)","0
(0.00)"
밸런스워킹PT,밸런스워킹피티(PT)교육연구소,0,0,0,0,0,"0
(0.00)","0
(0.00)"
분더논학(논술학습코칭),분더논학(논술학습코칭),0,0,0,0,0,"0
(0.00)","0
(0.00)"
영재들의미술상자,(주)베라,0,0,0,0,0,"0
(0.00)","0
(0.00)"
아이슐레,(주)뫼비우스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
키즈재미,(주)채움플러스교육,0,0,0,0,0,"0
(0.00)","0
(0.00)"
예스셈,예스스터디(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
감성실용음악학원,(주)이씨아이,0,0,0,0,0,"0
(0.00)","0
(0.00)"
난공불락스파르타,(주)위메스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
솔뫼축구센터,에스에프씨교육지원센터,0,0,0,0,0,"0
(0.00)","0
(0.00)"
위드피아레트,위드피아노(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
아름다운사람들,(주)에이치앤에스이노베이션,0,0,0,0,0,"0
(0.00)","0
(0.00)"
뷰엠,뷰엠네일전문학원,0,0,0,0,0,"0
(0.00)","0
(0.00)"
히어로즈LAB,히어로즈랩,0,0,0,0,0,"0
(0.00)","0
(0.00)"
영재오운동발달센터,(주)임서영영재교육연구소,0,0,0,0,0,"0
(0.00)","0
(0.00)"
친구야 미술,친구야미술,0,0,0,0,0,"0
(0.00)","0
(0.00)"
비케이스터디카페,(주)비케이스터디카페,0,0,0,0,0,"0
(0.00)","0
(0.00)"
생글인문학당,(주)생글교육,0,0,0,0,0,"0
(0.00)","0
(0.00)"
아카데미 디아랑,대유코퍼레이션,0,0,0,0,0,"0
(0.00)","0
(0.00)"
필랜드 예술원,필랜드에듀(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
효전글로벌평생교육원,(주)효전,0,0,0,0,0,"0
(0.00)","0
(0.00)"
디랩코딩,(주)디랩,0,0,0,0,0,"0
(0.00)","0
(0.00)"
그린별미술,그린별미술,0,0,0,0,0,"0
(0.00)","0
(0.00)"
순옥포슬린아트아카데미,SOONOK포슬린아트아카데미,0,0,0,0,0,"0
(0.00)","0
(0.00)"
온맘터치 교육원,온맘터치협동조합,0,0,0,0,0,"0
(0.00)","0
(0.00)"
531훈민정음武,열린교육사,0,0,0,0,0,"0
(0.00)","0
(0.00)"
네모피아노네모오르프,(주)음악세계,0,0,0,0,0,"0
(0.00)","0
(0.00)"
쁘리몽,(주)스콜라몬테소리,0,0,0,0,0,"0
(0.00)","0
(0.00)"
렛츠어스,미래인재교육협동조합,0,0,0,0,0,"0
(0.00)","0
(0.00)"
아이튼에이스교육(AIGHTEN AIS EDU),"㈜아이튼(AIGHTENco.,LTD.)",0,0,0,0,0,"0
(0.00)","0
(0.00)"
잼실용음악학원,(주)잼실용음악학원,0,0,0,0,0,"0
(0.00)","0
(0.00)"
메타바둑학원,(주)지앤비에듀,0,0,0,0,0,"0
(0.00)","0
(0.00)"
드럼메이트(DRUMMATE),드럼메이트,0,0,0,0,0,"0
(0.00)","0
(0.00)"
이엠파워 근골격운동센터,(주)진스엠파워,0,0,0,0,0,"0
(0.00)","0
(0.00)"
키즈칼리지(KID'S COLLEGE),(주)키즈칼리지,0,0,0,0,0,"0
(0.00)","0
(0.00)"
도레미뮤직,키움교육,0,0,0,0,0,"0
(0.00)","0
(0.00)"
초록배낭 교육여행,(주)초록배낭,0,0,0,0,0,"0
(0.00)","0
(0.00)"
뷰엠,뷰엠네일전문학원,0,0,0,0,0,"0
(0.00)","0
(0.00)"
키즈 더 위즈,더위즈영재교육놀이학원,0,0,0,0,0,"0
(0.00)","0
(0.00)"
우지은더블유스피치,(주)더블유스피치커뮤니케이션,0,0,0,0,0,"0
(0.00)","0
(0.00)"
씨큐브코딩,(주)씨엠에스에듀,0,0,0,0,0,"0
(0.00)","0
(0.00)"
코딩앤플레이,(주)코딩앤플레이,0,0,0,0,0,"0
(0.00)","0
(0.00)"
책먹는미술관,책먹는미술관미술학원,0,0,0,0,0,"0
(0.00)","0
(0.00)"
파리아트마인,(주)파리아트마인,0,0,0,0,0,"0
(0.00)","0
(0.00)"
시너지플레이스,(주)도담에프앤비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
키즈스피치엠비씨키치,(주)엠비씨아카데미,0,0,0,0,0,"0
(0.00)","0
(0.00)"
6센스 뮤지컬학원,6센스뮤지컬학원,0,0,0,0,0,"0
(0.00)","0
(0.00)"
리스펙 채대입시,(주)투에스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
엘파스,엘파스놀이학원,0,0,0,0,0,"0
(0.00)","0
(0.00)"
비끄아트,(주)비끄아트연구소,0,0,0,0,0,"0
(0.00)","0
(0.00)"
브레노스 매쓰몽(BRENOS MATHMONG),수와북,0,0,0,0,0,"0
(0.00)","0
(0.00)"
씨엠에스(CMS),(주)씨엠에스에듀,0,0,0,0,0,"0
(0.00)","0
(0.00)"
지니코드,지니코드,0,0,0,0,0,"0
(0.00)","0
(0.00)"
루켄(LOOKEN),루켄에듀플러스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
