업종(대),업종(중),상호,매출액,매출액증가율
외식,,피비홈푸드중평떡볶이(주),"517,360",-11.41%
외식,,진미면막국수,"516,286",0.85%
외식,,밥값계산하는남자들,"511,227","1,158.13%"
외식,,(주)트로이,"505,353",-9.18%
외식,,신만용신가네매운떡볶이,"503,080",-1.24%
외식,,본푸드,"495,723",10.27%
외식,,(주)불여시팸,"486,783",52.14%
외식,,신화,"486,695",-14.02%
외식,,알에스코리아,"471,963",-3.68%
외식,,(주)미가람,"462,447",18.58%
외식,,고미고미,"453,222",-13.49%
외식,,(주)유민에프앤씨,"438,935",산출불가
외식,,㈜로라컴패니,"433,655","1,171.45%"
외식,,(주)덕,"432,250",-15.82%
외식,,(주)나눔드림,"432,238",산출불가
외식,,(주)프라이데이컴퍼니,"418,657",64.75%
외식,,(주)우리둥지,"404,064",0.18%
외식,,(주)해오름에프앤비,"392,547",7.15%
외식,,(주)네오플레이트,"386,712",산출불가
외식,,(주)한국창업경제연구소,"378,995",6.25%
외식,,(주)축제의나라,"373,559",28.39%
외식,,(주)부들부들,"370,747",-24.20%
외식,,(주)정다믄,"366,600",4.16%
외식,,(주)푸디웍스랩,"354,751",산출불가
외식,,(주)해지온,"346,232",-0.34%
외식,,달쫀,"329,712",9.09%
외식,,요기,"322,797",-1.58%
외식,,또뽀끼야,"322,431",산출불가
외식,,하나유통,"317,365",7.81%
외식,,(주)하나에프씨,"312,033",575.44%
외식,,딸부자꼬마김밥,"310,901",93.88%
외식,,(주)위드미,"295,920",-20.70%
외식,,부산명가밀면,"295,158",산출불가
외식,,몬나니,"274,035",-32.32%
외식,,괴물떡볶이,"273,109",-32.30%
외식,,(주)바른정,"271,676",-53.52%
외식,,뚱보아저씨,"256,959",32.55%
외식,,이웃집소녀쉐프,"256,298",-14.39%
외식,,우림푸드,"251,704",24.04%
외식,,(주)지구당,"249,702",-95.03%
외식,,칼스푸드(주),"248,379",산출불가
외식,,오에이치,"236,364",산출불가
외식,,빨간자전거,"232,844",5.62%
외식,,홍스푸드,"231,640",산출불가
외식,,조코만본점,"227,639",산출불가
외식,,삐사감김밥앤러브스테이크(주),"219,401",산출불가
외식,,(주)엘제이푸드,"212,906",산출불가
외식,,맛있지요F&C,"210,237",1.36%
외식,,(주)코미니,"209,260",25.29%
외식,,장안우동국수본점,"207,718",산출불가
외식,,(주)왕순이,"204,107",-71.79%
외식,,엄청난떡볶이,"190,171",-35.30%
외식,,(주)오늘애,"173,126",263.14%
외식,,(주)지알이위더스,"167,609",산출불가
외식,,두가지떡볶이,"156,676",산출불가
외식,,(주)라면데스요,"156,395",-46.02%
외식,,(주)생활에프앤비,"153,757",21.29%
외식,,신우푸드,"152,230",산출불가
외식,,스타푸드시스템,"147,513",21.62%
외식,,가지많은나무,"142,890",산출불가
외식,,유흥F&B,"135,430","3,624.70%"
외식,,(주)홍마떡푸드,"135,393",-88.02%
외식,,(주)듬뿍하우스,"132,774",139.44%
외식,,(주)진짜푸드,"131,435",산출불가
외식,,(주)크레이지컴퍼니,"128,948",산출불가
외식,,올림엔터프라이즈(OLIMENTERPRISE),"126,864",산출불가
외식,,그레이프컴퍼니(주),"126,083",산출불가
외식,,(주)디엔에프씨,"119,306",25.62%
외식,,(주)라패에프앤비,"116,812",274.40%
외식,,홍성래특허김밥,"114,152",산출불가
외식,,(주)정명에프앤비,"94,388",산출불가
외식,,MK에프에스,"94,317",-21.21%
외식,,롤링킹,"89,019",110.69%
외식,,랜드유통,"85,169",-81.00%
외식,,효브라더스,"82,934",산출불가
외식,,릴라식품,"68,695",-58.61%
외식,,두레푸드시스템,"63,598",산출불가
외식,,㈜기봉이,"61,472",산출불가
외식,,우리안,"61,107",-32.43%
외식,,(주)든해자매,"60,552",152.48%
외식,,동대문떡볶이동떡하복대점,"60,477",산출불가
외식,,(주)최배달,"59,294",산출불가
외식,,웁스에프앤씨,"54,328",-41.14%
외식,,(주)센치밀리,"45,302",-28.05%
외식,,(주)보성파워텍,"41,400",-52.95%
외식,,(주)포즈,"35,511",산출불가
외식,,비엘컴퍼니(주),"31,858",산출불가
외식,,(주)신화에프앤비,"30,275",42.14%
외식,,(주)더푸딩코리아,"28,143",-32.62%
외식,,(주)애플푸드,"24,833",산출불가
외식,,(주)미미에프앤비,"20,887",산출불가
외식,,일우고고싱떡볶이,"19,003",74.20%
외식,,신열푸드,"14,070",산출불가
외식,,(주)다옴케이,"12,103",산출불가
외식,,아침의부엌,"9,849",산출불가
외식,,다보유통,"8,185",산출불가
외식,,(주)오맛있는여행,"7,500",산출불가
외식,,(주)삼청동에프앤씨,"5,787",-92.38%
외식,,(주)브랜드그라운드,925,산출불가
외식,,(주)민컴퍼니,0,산출불가
외식,,(주)신불식품,0,산출불가
외식,,(주)금환식품,0,-100.00%
외식,,깨봉이푸드,0,-100.00%
외식,,햇잎푸드(주),0,산출불가
외식,,(주)다온코리아,0,-100.00%
외식,,(주)고수라,0,-100.00%
외식,,찡떡에프앤비,0,-100.00%
외식,,(유)에스피에프앤비,0,-100.00%
외식,,(주)피플푸드,0,-100.00%
외식,,(주)아이윈엔터프라이즈,0,-100.00%
외식,,(주)서로다함께,0,-100.00%
외식,,(주)조인푸드,0,산출불가
외식,,(주)제이비패밀리,0,산출불가
외식,,(주)대대손손,0,산출불가
외식,,라온우리협동조합,0,산출불가
외식,,(주)현푸드,0,산출불가
외식,,(주)오름에프씨,0,산출불가
외식,,(주)에스엔인더스트리,0,-100.00%
외식,,(주)더본코리아,"120,090,805",-32.39%
외식,,(주)놀부,"71,633,984",-17.39%
외식,,(주)디딤,"68,808,885",-29.07%
외식,,(주)늘솜,"19,352,931",-7.61%
외식,,(주)이비가푸드,"18,878,018",4.48%
외식,,(주)테이스티컴퍼니,"12,796,329",-2.85%
외식,,회풍식품(주),"11,963,209",55.27%
외식,,(주)루에프앤비,"6,398,872",297.97%
외식,,(주)훌랄라,"6,114,145",-8.43%
외식,,(주)한밭에프앤지,"5,223,768",-14.01%
외식,,(주)인생에프엔비,"3,320,661",52.09%
외식,,(주)제이에이치푸드시스템,"3,000,466",-21.73%
외식,,비컨홀딩스(주),"2,884,335",20.11%
외식,,(주)따청푸드,"2,378,308",산출불가
외식,,(주)티알제이에프앤비,"2,320,518",산출불가
외식,,(주)홍리에프앤씨,"2,294,101","2,832,123.46%"
외식,,파워푸드(유),"2,049,071",-40.90%
외식,,(주)손오공마라탕,"1,617,854","6,724.66%"
외식,,길컴퍼니,"1,481,882",83.66%
외식,,(주)에이제이타운,"1,399,703",-40.04%
외식,,쉐프의연구소,"1,311,762",55.14%
외식,,(주)마시내,"1,144,894",-38.55%
외식,,고수의비법,"1,130,154",198.08%
외식,,(유)케이앤에스오로지,"1,116,429",706.47%
외식,,(주)콰이찬,"1,073,635","5,010.36%"
외식,,(주)미투푸드시스템,"1,065,503",-11.35%
외식,,(주)홍탕,"1,034,577",9.20%
외식,,미스터비짬뽕,"926,570",산출불가
외식,,서가김푸드,"869,946",74.81%
외식,,(주)다함컴퍼니,"853,858",-36.27%
외식,,미추홀중식협동조합,"848,402",-27.40%
외식,,(주)고구려푸드,"836,279",2.54%
외식,,(주)한국에프에스,"822,403",22.25%
외식,,에이스외식산업(주),"821,387",9.33%
외식,,(주)서서가,"784,077",228.56%
외식,,(주)소우주앤파트너스,"761,955",107.72%
외식,,양파(onion),"650,749",10.93%
외식,,(주)에이치에스푸드컴퍼니,"635,919",산출불가
외식,,투맨홀딩스(주),"615,706",37.07%
외식,,(주)이만구,"598,862",-22.98%
외식,,제주짬뽕,"468,815",-24.10%
외식,,팔미엔,"439,108",113.64%
외식,,(주)늘찬달인307촨차이,"391,668",-22.74%
외식,,(주)훠궈하오,"388,501",산출불가
외식,,마라당,"378,242",산출불가
외식,,성호푸드,"318,136","1,309.93%"
외식,,(주)피슈애프앤씨,"308,857",산출불가
외식,,서울마라,"208,009",산출불가
외식,,한국탕화쿵푸(주),"208,000",산출불가
외식,,(주)대한비앤에프,"187,197",산출불가
외식,,(주)엠앤에스,"171,515",산출불가
외식,,마라루,"168,115",-35.23%
외식,,(주)라홍에프엔비,"164,909",-28.30%
외식,,푸얼담식품,"147,800",-15.78%
외식,,(주)들르미푸드,"114,481",-24.40%
외식,,㈜항방,"85,308",167.41%
외식,,(주)항방,"85,308",167.41%
외식,,(주)마양푸드,"83,782",산출불가
외식,,라니마라탕,"71,909",5.61%
외식,,(주)기봉이,"61,472",산출불가
외식,,사해방푸드,"60,432",산출불가
외식,,(주)초계명가,"60,358",산출불가
외식,,(유)우리밀동우,"54,210",산출불가
외식,,뽕을뽑는사람들,"36,165",315.69%
외식,,댓끼리푸드,"30,138",산출불가
외식,,레드립F&B,"18,199",산출불가
외식,,(주)용무,"10,000",산출불가
외식,,(주)케이에스에프앤비(KSFNB),"3,228",산출불가
외식,,(주)등초식품,500,산출불가
외식,,(주)브라보이노베이션,0,-100.00%
외식,,티푸드(T푸드),0,산출불가
외식,,(주)케이에프씨앤씨,0,산출불가
외식,,(주)미래글로벌코리아,0,산출불가
외식,,(주)음식생각,0,-100.00%
외식,,(주)이랜드이츠,"236,253,184",산출불가
외식,,(주)캘리스코,"86,821,000",-3.23%
외식,,(주)즐거운세상,"78,545,057",3.93%
외식,,(주)엘에프푸드,"62,264,509",69.18%
외식,,(주)젠푸드,"31,049,839",-2.92%
외식,,쿠산코리아(주),"24,346,968",13.38%
외식,,(주)보우앤파트너스,"20,052,363",-1.25%
외식,,(주)공영식품,"12,862,937",-6.26%
외식,,(주)팀씨,"12,175,966",58.81%
외식,,(주)카모메호스피탈리티그룹,"11,297,300",6.71%
외식,,(주)에스앤에스코퍼레이션,"11,086,895",15.36%
외식,,(주)오리엔탈푸드코리아,"10,765,013",-27.90%
외식,,(주)제이알에프앤씨,"8,564,322",-14.98%
외식,,(주)제이알인터내셔널,"8,564,322",-14.98%
외식,,(주)쿠우쿠우,"8,231,326",7.05%
외식,,(주)씨앤피물류,"8,051,482",-12.55%
외식,,(주)에프씨천상,"7,284,823",1.02%
외식,,(주)리코플레이트,"6,956,071",-40.40%
외식,,(주)본푸드시스템,"6,513,320",-1.52%
외식,,(주)만뽀당,"6,091,264",48.40%
외식,,(주)하루돈,"5,905,972",13.86%
외식,,(주)새모양에프앤비,"5,087,106",-13.12%
외식,,(주)왕컴퍼니,"5,000,108",-23.07%
외식,,(주)에버리치에프앤비,"4,749,215",-2.80%
외식,,(주)던케이투에스,"4,376,835",148.94%
외식,,(주)토리돌코리아,"4,295,491",-23.33%
외식,,(주)팬아시아다인힐,"4,275,496",41.91%
외식,,(주)리앤브라더스컴퍼니,"3,764,413",-11.65%
외식,,㈜키무카츠아시아,"3,487,814",-16.60%
외식,,(주)가츠몽,"3,485,091",-4.71%
외식,,(주)홍대돈부리,"3,231,401",10.66%
외식,,(주)세진푸드,"3,198,990",771.87%
외식,,(주)쉐푸드,"3,187,465",15.69%
외식,,(주)동심컴퍼니,"2,819,800",산출불가
외식,,라움메이드(주),"2,739,966",-24.42%
외식,,(주)올바른에프앤비,"2,655,203",3.50%
외식,,(주)파나,"2,539,617",2.84%
외식,,(주)요리비,"2,355,868",-6.10%
외식,,(주)제이씨컴퍼니,"2,300,557",819.30%
외식,,(주)해운대엠에스,"2,172,899",118.07%
외식,,(주)예가,"2,098,409",-18.94%
외식,,(주)에스앤디코퍼레이션,"2,040,600",-43.59%
외식,,(주)에스앤피프렌차이즈,"1,957,845",147.51%
외식,,(주)트리플에이컴퍼니,"1,835,293",-38.48%
외식,,(주)델리치랩,"1,810,902",-21.82%
외식,,(주)진진에프씨,"1,802,214",-5.18%
외식,,(주)즐거운,"1,801,907",17.08%
외식,,(주)준쿡코리아,"1,725,407",103.95%
외식,,(주)율,"1,660,084",-52.41%
외식,,(주)소담푸드,"1,653,800",-19.73%
외식,,(주)최고식품카페아라,"1,639,271",-19.76%
외식,,(주)아이딜홈,"1,563,624",-12.43%
외식,,(주)더블에스그룹,"1,522,464","11,569.97%"
외식,,(주)대건에프앤비,"1,446,760",441.04%
외식,,(주)디엔인터내셔널,"1,343,839",산출불가
외식,,(주)고레코리아,"1,341,226",61.87%
외식,,(주)엘마노,"1,339,999",16.02%
외식,,쉐프의연구소,"1,311,762",55.14%
외식,,히노아스카(주),"1,235,410",112.62%
외식,,(주)다카라푸드,"1,231,852",-25.05%
외식,,(주)초심에프앤씨,"1,202,429",60.60%
외식,,(주)사무라이글로벌,"1,160,680",-1.14%
외식,,이오에프씨(주),"1,111,402",산출불가
외식,,(주)포휴먼앤컴퍼니,"1,081,200",-67.16%
외식,,(주)바이문,"1,009,056",0.12%
외식,,(주)씨씨컴퍼니,"996,189",-7.47%
외식,,(주)초장집,"973,270",산출불가
외식,,텐동요츠야,"934,932",8.03%
외식,,(주)제라진에프엔비,"924,229",259.51%
외식,,(주)도꼬야,"900,628",-12.80%
외식,,(주)광장,"899,856",117.07%
외식,,투인샤브,"847,958","1,081.23%"
외식,,가월돈까스,"807,962",-15.50%
외식,,(주)청년에프앤비,"779,823",129.30%
외식,,한냐마켓또,"736,902",-17.24%
외식,,스구식탁,"724,803",78.38%
외식,,(주)다다컴퍼니,"715,766",38.05%
외식,,(주)이음글로비즈,"698,833",41.27%
외식,,카츠탄탄(TheTANTAN),"662,261",산출불가
외식,,돈카와치돈까스앤우동,"645,905",-11.92%
외식,,(주)꽃미남브라더스,"573,548",-7.58%
외식,,(주)더쿡코리아,"544,751",3.34%
외식,,(주)야베스코리아,"460,853",47.18%
외식,,(주)아트푸드,"450,392",-12.72%
외식,,(주)골든스트릿,"434,217",-26.22%
외식,,(주)스시히로미,"413,067","8,161.34%"
외식,,수기획,"387,742",-13.21%
외식,,(주)사보르웨이,"380,763",-24.71%
외식,,(주)온센,"377,721",산출불가
외식,,스시카츠,"357,397",-14.57%
외식,,(주)나눔코프레이션,"350,300",-27.00%
외식,,겐로쿠우동,"331,403",-13.53%
외식,,삼백돈돈가츠,"324,865",산출불가
외식,,오늘의Recipe,"324,731",180.42%
외식,,(주)제이더블유푸드코리아,"321,571",73.03%
외식,,나베야돈까스,"312,005",15.21%
외식,,우마이마루,"305,209",-4.74%
외식,,(주)와이엔에스홀딩스,"304,907",36.43%
외식,,(주)우리우스,"299,824",-72.33%
외식,,(주)더준푸드원,"277,812",63.31%
외식,,(주)골든밥코리아,"261,588",산출불가
외식,,돈bro,"253,014",30.60%
외식,,(주)중앙에스앤씨,"247,248",23.37%
외식,,오이시라멘,"240,290",-50.64%
외식,,(주)푸드팩토리즈,"213,464",산출불가
외식,,멘야마쯔리(주),"209,979",산출불가
외식,,(주)쿠시마사,"209,781",산출불가
외식,,심야라멘트럭,"180,048",-7.35%
외식,,(주)제이에스푸드컴퍼니,"156,595",-51.01%
외식,,닌자푸드,"153,562",-7.55%
외식,,어참치,"148,282",산출불가
외식,,히야꾸,"142,449",산출불가
외식,,오와스시,"136,749",-36.94%
외식,,카츠오모이,"131,790",산출불가
외식,,(주)청년부름,"115,179",-27.35%
외식,,(주)엘에스에프앤비,"103,038",835.35%
외식,,(주)야끼화로,"94,178",14.57%
외식,,팀보트FC,"91,360",산출불가
외식,,(주)겐코에프엔비,"60,112",산출불가
외식,,㈜의기투합충청,"58,530",-78.91%
외식,,1830피자협동조합,"51,975",-44.74%
외식,,(주)제이에스푸드,"28,678",산출불가
외식,,(주)겐텐,"28,351",산출불가
외식,,(주)스시아오,"26,671",산출불가
외식,,(주)양우돈,"23,250",산출불가
외식,,(주)진에프앤비,"12,150",-94.75%
외식,,(주)호윤크리에이티브,"12,000",산출불가
외식,,(주)독도참치,"2,400",-83.45%
외식,,(주)페이머스,"1,928",산출불가
외식,,인우코,553,산출불가
외식,,(주)빌리어네어스토어즈,484,산출불가
외식,,(주)팩토리엔,0,-100.00%
외식,,(주)지구당,0,-100.00%
외식,,(주)무궁화푸드,0,-100.00%
외식,,(주)해든코리아,0,산출불가
외식,,(주)산내들코리아,0,산출불가
외식,,(주)리오컴퍼니,0,-100.00%
외식,,(주)농협목우촌,"582,198,450",3.16%
외식,,(주)이랜드이츠,"236,253,184",산출불가
외식,,(주)더본코리아,"120,090,805",-32.39%
외식,,아모제푸드(주),"77,902,493",-10.23%
외식,,(주)놀부,"71,633,984",-17.39%
외식,,(주)에스앤에스컴퍼니,"34,629,945",-4.86%
외식,,㈜메이크어베러(Makeabetter),"13,047,509",59.99%
외식,,(주)에스앤에스코퍼레이션,"11,086,895",15.36%
외식,,(주)푸디아,"10,939,029",-17.13%
외식,,㈜태그린,"6,802,107",-41.39%
외식,,(주)태그린,"6,802,107",-41.39%
외식,,(주)플라잉테이블,"6,648,249",20.54%
외식,,(주)새모양에프앤비,"5,087,106",-13.12%
외식,,(주)시작,"4,493,578",-25.63%
외식,,(주)엘에이치지,"4,114,711",6.46%
외식,,(주)홍익,"3,815,201",9.75%
외식,,(주)디에프코리아,"3,570,297",54.07%
외식,,(주)라이너스즈바베큐,"3,343,148",-6.37%
외식,,(주)촌놈인터내셔널,"3,278,118",12.64%
외식,,(주)에스씨케이,"3,233,193",4.70%
외식,,로드다이닝(주),"2,683,672",109.33%
외식,,(주)스토리푸드,"2,592,333",-2.44%
외식,,(주)푸드홀릭스,"2,497,520",-13.35%
외식,,(주)고홈푸드,"2,485,104",110.13%
외식,,(주)브라우니웍스,"2,476,407",-14.34%
외식,,(주)에스에스피씨(SSPC),"2,449,786",234.69%
외식,,(주)올앤컴퍼니,"2,259,319",9.11%
외식,,해운대선셋(주),"2,183,909",5.64%
외식,,(주)트루팜,"2,058,179",-35.38%
외식,,이심전심(주),"1,906,888",23.22%
외식,,(주)파인푸드컴퍼니,"1,660,234",-39.84%
외식,,㈜헤비스테이크,"1,450,099",290.82%
외식,,(주)엔아이에프앤씨,"1,443,973",-4.60%
외식,,(주)엘마노,"1,339,999",16.02%
외식,,쉐프의연구소,"1,311,762",55.14%
외식,,(주)2046팬스테이크,"1,303,314",-41.52%
외식,,(주)우주소년,"1,254,376",292.60%
외식,,(주)스토리에프씨,"1,253,598",21.73%
외식,,(주)볼드4,"1,222,348",13.30%
외식,,농업회사법인젓가락스테이크굽다(주),"1,185,529",-18.51%
외식,,(주)인토외식산업,"1,125,367",-41.69%
외식,,(주)필리스테이크,"1,123,121","2,168.47%"
외식,,(주)유즈코퍼레이션,"1,109,885",-27.17%
외식,,(주)줄리앤줄리아,"1,058,032",산출불가
외식,,(주)왓츠피데,"1,042,728",6.46%
외식,,(주)라파미코,"1,014,659",-44.74%
외식,,백's코리아,"881,894",194.98%
외식,,써니네집본점,"741,912",-11.50%
외식,,바삭마차,"657,849",산출불가
외식,,(주)쉐프마인드,"639,074",118.54%
외식,,(주)고메푸드,"494,558",199.29%
외식,,㈜다우리미티드,"443,642","2,609.93%"
외식,,(주)쉐프코리아,"428,947",-9.80%
외식,,버텍스,"418,832",산출불가
외식,,(주)프라이데이컴퍼니,"418,657",64.75%
외식,,(주)수페컴퍼니,"415,240",-4.79%
외식,,냉맥집,"397,304",산출불가
외식,,바네스코리아(주),"372,149",-33.32%
외식,,(주)씨에프씨(CFC),"365,352",-54.54%
외식,,(주)더에이그룹,"342,944",-46.09%
외식,,동성로매콩돈까스와냉면,"322,171",-13.16%
외식,,(주)하나에프씨,"312,033",575.44%
외식,,(주)다다코퍼레이션,"301,552",산출불가
외식,,미소육화푸드시스템,"297,951",산출불가
외식,,넥스터(주)(NEXTERCORP),"290,995",-49.77%
외식,,쉐프아이가,"262,957",-4.14%
외식,,셰프공간컴퍼니(주),"243,418",-41.90%
외식,,(주)맛있는도전,"225,039",산출불가
외식,,삐사감김밥앤러브스테이크(주),"219,401",112.52%
외식,,(주)나무에프엠디,"204,821",73.16%
외식,,(주)선식당,"170,666",산출불가
외식,,(주)참쉬운푸드솔루션,"158,090",산출불가
외식,,(주)바론에프앤씨,"154,298",626.93%
외식,,(주)다락마을,"148,548",-77.87%
외식,,(주)아라에프엔비,"120,844",산출불가
외식,,규니스컴퍼니,"113,272",산출불가
외식,,알이100코리아(주),"108,623",-39.35%
외식,,(주)다오이앤씨,"102,874",-29.55%
외식,,쉬림진,"102,354",산출불가
외식,,(주)에프씨봉대박,"91,114",-30.74%
외식,,(주)긱스에프앤비,"85,872",산출불가
외식,,더푸드코리아,"71,542",-68.31%
외식,,(주)삼덕로드,"65,143",산출불가
외식,,더청년,"62,123",산출불가
외식,,(주)이루라퍼시픽,"44,573",산출불가
외식,,(주)어나더해피,"31,863",-80.01%
외식,,(주)이트렌디,"30,303",산출불가
외식,,원푸드,"24,000",-92.33%
외식,,웨스턴하우스,"18,264",산출불가
외식,,(주)찹찹푸드,0,산출불가
외식,,(주)이엔에프컴퍼니,0,-100.00%
외식,,브로스에프앤비,0,-100.00%
외식,,(주)씨비아이,0,-100.00%
외식,,(주)이랜드이츠,"236,253,184",산출불가
외식,,(주)케이미트선왕,"22,937,731",4.81%
외식,,(주)늘솜,"19,352,931",-7.61%
외식,,(주)테이스티컴퍼니,"12,796,329",-2.85%
외식,,(주)엠푸드에스엔시,"12,227,430",-34.80%
외식,,(주)에머이,"12,157,407",-42.36%
외식,,(주)어니스트초이스,"11,951,902",-13.07%
외식,,(주)오리엔탈푸드코리아,"10,765,013",-27.90%
외식,,(주)별동부대,"9,230,351",산출불가
외식,,(주)아시아푸드리퍼블릭,"7,202,812",42.64%
외식,,(주)핵가족,"5,256,298",-9.66%
외식,,㈜핵가족,"5,256,298",-9.66%
외식,,(주)씨에스피푸드,"5,249,110",-12.66%
외식,,(주)에버리치에프앤비,"4,749,215",-2.80%
외식,,(주)엘에이치지,"4,114,711",6.46%
외식,,(주)게이트에프앤비,"3,978,326",2.79%
외식,,(주)티엘에프앤씨,"3,421,603",22.62%
외식,,(주)바로에프에스,"3,244,696",12.99%
외식,,(주)미각,"3,011,328",-20.28%
외식,,(주)도스마스,"2,904,846",-28.41%
외식,,비컨홀딩스(주),"2,884,335",20.11%
외식,,(주)원스에프앤비,"2,725,508",-3.68%
외식,,(주)천지,"2,586,159",-19.93%
외식,,(주)트렌차이즈,"2,429,974",-11.67%
외식,,(주)루아,"2,346,421",30.41%
외식,,㈜존쿡,"2,016,633",-65.41%
외식,,(주)존쿡,"2,016,633",-65.41%
외식,,㈜하나컴퍼니,"1,942,967",323.77%
외식,,(주)제이이글로벌,"1,836,175",-6.18%
외식,,(주)트리플에이컴퍼니,"1,835,293",-38.48%
외식,,(주)플랜지,"1,670,477",124.80%
외식,,(주)케이브릿지,"1,633,376",39.36%
외식,,(주)피엠씨에프앤비,"1,563,612",-50.20%
외식,,(주)미분당,"1,372,625",370.67%
외식,,바나나립(주),"1,314,022",-18.06%
외식,,(주)엠브이다이닝,"1,307,000",67.21%
외식,,(주)꾸버가,"1,304,738",13.76%
외식,,(주)메콩타이컴퍼니,"1,293,815",-30.57%
외식,,(주)위드런,"1,217,505",108.51%
외식,,(주)제이투케이에프앤비,"1,153,372",166.82%
외식,,(주)도스타코스,"1,062,271",33.49%
외식,,(주)쏭앤킴푸드,"1,034,568",-28.17%
외식,,(주)퍼틴코리아,"1,004,473",산출불가
외식,,(주)엔씨코리아푸드,"912,852",-16.24%
외식,,(주)하와이팩토리,"851,736",-21.56%
외식,,(주)더블유엔씨,"792,118",산출불가
외식,,(주)아이푸드팜,"750,173",33.82%
외식,,더램,"471,277",-13.38%
외식,,트로이카,"471,182",-9.06%
외식,,(주)일공공코리아,"459,941",산출불가
외식,,(주)인피플컴퍼니,"395,464",-10.86%
외식,,(주)제이에이치,"344,515",-42.94%
외식,,달링스테이크,"330,630",산출불가
외식,,마루돈스텍,"311,375",5.54%
외식,,포호아코리아(주),"285,647",-56.54%
외식,,네모푸드,"275,547",651.96%
외식,,포첸하우스(Phochenhouse),"263,042",-19.42%
외식,,컴포,"259,614",-28.26%
외식,,(주)글로리본,"218,057",-57.65%
외식,,(주)띤띤,"191,828",산출불가
외식,,(주)포트리스,"160,405",123.79%
외식,,(주)유생촌푸드,"117,805",-30.23%
외식,,(주)푸디플랜,"111,754",-64.84%
외식,,(주)글로벌프렌드,"97,401",산출불가
외식,,(주)세지푸드,"89,502",-41.24%
외식,,지에스에프엔씨,"89,105",-21.58%
외식,,(주)마법주방에프앤비,"87,346",-3.82%
외식,,(주)케이푸드코리아코퍼레이션,"80,481",산출불가
외식,,(주)포로이,"64,925",-13.67%
외식,,(주)벱비엣,0,산출불가
외식,,(주)샵인샵딜리버리,0,산출불가
외식,,더스카이팜후라이드참잘하는집지점,0,-100.00%
외식,,(주)에디블,0,산출불가
외식,,(주)썬플라워네트웍스,0,산출불가
외식,,(주)에스피씨삼립,"2,499,238,195",13.56%
외식,,(주)신세계푸드,"1,305,874,665",3.34%
외식,,롯데지알에스(주),"839,892,000",1.06%
외식,,(주)비케이알,"502,810,419",24.87%
외식,,(주)알볼로에프앤씨,"35,165,832",1.00%
외식,,(주)이삭,"30,875,707",11.75%
외식,,(주)마마스푸드,"19,548,114",-6.74%
외식,,(주)비피알,"12,618,374",-21.50%
외식,,(주)티에스푸드앤시스템,"12,578,379",-30.98%
외식,,(주)유썸,"12,407,171",-1.79%
외식,,(주)골든하인드,"11,930,353",369.41%
외식,,(주)모스버거코리아,"9,118,209",-1.94%
외식,,(주)참인포텍,"8,725,016",-41.97%
외식,,(주)스테프코리아,"7,763,212",-1.33%
외식,,(주)푸디노에프앤디,"7,236,803",-24.37%
외식,,(주)훌랄라,"6,114,145",-8.43%
외식,,(주)핵가족,"5,256,298",-9.66%
외식,,(주)솔푸드,"4,543,785",88.12%
외식,,티에고(주),"4,061,395",-16.36%
외식,,(주)바람에프앤비,"3,779,881",86.40%
외식,,(주)제이에스앤씨,"3,628,399",-2.07%
외식,,(주)메이젠,"3,415,479",486.95%
외식,,(주)푸드앤트리트,"3,092,457",61.44%
외식,,(주)다이닝팩토리,"3,085,411",53.06%
외식,,(주)두손커머스,"2,907,407",-23.27%
외식,,(주)프로젝트비,"2,867,623",295.41%
외식,,(주)웨이브,"2,195,783",14.58%
외식,,(주)이순신,"2,126,473",32.13%
외식,,(주)티엠홀딩스,"2,082,540",-26.37%
외식,,알리바바파트너스(주),"2,048,113",108.42%
외식,,(주)정담에프에스,"1,735,273",-15.65%
외식,,(주)도남에프앤에프,"1,687,572",2.01%
외식,,(주)힘난다,"1,671,638",-12.69%
외식,,(주)대경글로벌,"1,656,373",55.59%
외식,,농부의마음,"1,395,435",산출불가
외식,,벅스리아푸드시스템,"1,372,515",25.11%
외식,,(주)푸드넷시스템,"1,284,828",5.12%
외식,,(주)퀸즈블랙강남본점,"1,258,922",895.99%
외식,,(주)영원푸드,"1,217,000",334.19%
외식,,우리푸드시스템,"1,107,140",산출불가
외식,,(주)더제이케이푸드스토리,"884,144",56.65%
외식,,(주)뉴욕핫도그앤커피,"784,230",-3.79%
외식,,(주)코리아케이푸드,"768,718",산출불가
외식,,(주)제이제이푸드시스템,"768,585",-83.72%
외식,,(주)도연에프엔씨,"647,240",-29.74%
외식,,(주)석봉토스트,"611,991",-8.93%
외식,,(주)쉐프코리아,"428,947",-9.80%
외식,,(주)호봉푸드시스템,"327,820",30.91%
외식,,(주)웰푸드,"311,355",-30.64%
외식,,(주)비갠하늘,"257,194",169.62%
외식,,(주)낭만팩토리,"215,346",-43.17%
외식,,궤도에오르다,"198,276",20.20%
외식,,(주)비어프랜드,"176,463",산출불가
외식,,(주)씨엠월드에프앤씨,"160,062",-64.23%
외식,,(주)글로비,"144,843",산출불가
외식,,(주)에스앤비푸드,"122,727",29.70%
외식,,(주)제이제이에프앤비,"122,632",-54.89%
외식,,(주)역시,"65,259",산출불가
외식,,(주)비비앤,"52,588",-24.54%
외식,,점순이핫도그,"31,430",산출불가
외식,,(주)해냄,"14,786",산출불가
