업종(대),업종(중),상호,매출액,매출액증가율
외식,,(주)리향인터내셔널,"8,644,786",-2.87%
외식,,(주)쿡앤리빙,"8,635,377",10.12%
외식,,(주)마루퍼슨스,"8,412,754",23.42%
외식,,(주)정다원,"8,306,327",-12.32%
외식,,(주)사랑과선행,"8,188,450",49.76%
외식,,피에스피에프앤디(주),"8,158,898",58.00%
외식,,(주)맛있는푸드,"7,983,562",-0.02%
외식,,(주)구슬함박,"7,896,222",-3.23%
외식,,(주)엠제이오,"7,751,041",34.41%
외식,,(주)란체스터에프앤비,"7,735,270",35.31%
외식,,(주)에스엠제이컴퍼니,"7,684,502",28.77%
외식,,(주)몬쉘코리아,"7,349,029",-1.62%
외식,,(주)에프씨천상,"7,284,823",1.02%
외식,,(주)푸디노에프앤디,"7,236,803",-24.37%
외식,,(주)해성외식,"7,192,103",160.57%
외식,,(주)웰빙코리아,"7,049,686",45.93%
외식,,(주)계경원,"6,847,297",7.71%
외식,,(주)해피푸드,"6,722,497",-0.72%
외식,,(주)플라잉테이블,"6,648,249",20.54%
외식,,(주)샐러디,"6,594,670",47.13%
외식,,(주)고반에프앤비,"6,573,243",26.47%
외식,,(주)에쓰와이프랜차이즈,"6,546,932",-18.38%
외식,,(주)위벨롭먼트,"6,441,886","1,355.55%"
외식,,(주)웅자네푸드,"6,385,591",32.96%
외식,,(주)홍익푸드,"6,345,769",15.45%
외식,,(주)미소에프엔씨,"6,278,913",-0.65%
외식,,(주)강남로하스,"6,216,609",0.79%
외식,,(주)현풍,"6,194,264",18.34%
외식,,79푸드컴퍼니(주),"6,191,031",21.71%
외식,,(주)기성피제이에스,"6,164,302",9.45%
외식,,(주)에스엔알푸드,"6,157,864",-3.11%
외식,,(주)훌랄라,"6,114,145",-8.43%
외식,,(주)여유와즐거움,"5,941,869",-17.83%
외식,,(주)스노우폭스코리아,"5,504,450",-17.79%
외식,,농장사람들(주),"5,473,579",16.46%
외식,,(주)육칠팔,"5,350,545",-33.85%
외식,,(주)우남에프앤씨,"5,310,572",산출불가
외식,,(주)에이치에스피라이프,"5,188,548",-38.46%
외식,,(주)씨엠씨에프씨,"5,134,103",-42.92%
외식,,(주)원더,"5,117,798",-21.50%
외식,,(주)만호미트농업회사법인,"5,117,787",-2.82%
외식,,(주)새모양에프앤비,"5,087,106",-13.12%
외식,,(주)피플블라썸,"5,077,943",33.75%
외식,,(주)비본코리아,"4,986,736",2.46%
외식,,(주)김덕후컴퍼니,"4,979,557",-4.36%
외식,,(주)김승용에프에스,"4,961,439",산출불가
외식,,(주)두리에프앤비,"4,945,228",-0.39%
외식,,(주)티아이코스모스,"4,904,971",-10.57%
외식,,(주)더블유에스컴퍼니,"4,894,200",-22.46%
외식,,(주)아리랑에프앤비,"4,855,311",-4.75%
외식,,(주)하솔에프앤비,"4,835,735",37.26%
외식,,(주)토랑에프씨,"4,727,237",3.80%
외식,,(주)부엉이에프엔비,"4,720,903",32.18%
외식,,(주)마루에프앤씨,"4,710,441",11.94%
외식,,(주)더씨앤디,"4,706,866",485.49%
외식,,(주)948에프엔비,"4,704,845",29.50%
외식,,(주)한스앤컴퍼니,"4,632,252",-15.16%
외식,,오름푸드(주),"4,629,166",-11.55%
외식,,(주)모닥홀딩스,"4,485,026",-3.14%
외식,,(주)우리동네에프앤비,"4,371,230",16.85%
외식,,(주)진담,"4,286,974",-30.78%
외식,,(주)팬아시아다인힐,"4,275,496",41.91%
외식,,(주)하마에프씨,"4,251,110","1,313.30%"
외식,,보리네협동조합,"4,244,496",-9.94%
외식,,(주)다올에프엔지,"4,216,364",-24.37%
외식,,(주)두둑한행복,"4,118,845",-11.20%
외식,,(주)엘에이치지,"4,114,711",6.46%
외식,,(주)엘에이치케이컴퍼니,"4,037,448","47,132.66%"
외식,,(주)다온에프앤비,"3,998,785",45.10%
외식,,(주)와이지인더스트리,"3,845,484",8.34%
외식,,(주)엔제이컴퍼니,"3,765,149","1,511.39%"
외식,,(주)리앤브라더스컴퍼니,"3,764,413",-11.65%
외식,,(주)남천에프앤비,"3,684,271",9.29%
외식,,(주)금탑에프앤비,"3,650,039",-18.32%
외식,,(주)영동족발,"3,589,579",-3.99%
외식,,승승그룹(주),"3,538,555",산출불가
외식,,정정아푸드(주),"3,533,556",-7.48%
외식,,(주)엠디푸드시스템,"3,514,404",101.12%
외식,,(주)현백,"3,506,712",83.52%
외식,,(주)중앙식품,"3,480,497",0.15%
외식,,(주)엠엔에스코리아,"3,474,683",-25.67%
외식,,(주)티엘에프앤씨,"3,421,603",22.62%
외식,,(주)델리푸드,"3,421,088",92.15%
외식,,(주)크리에이티브크루,"3,406,687",21.01%
외식,,(주)제스코푸드,"3,406,445",-21.32%
외식,,(주)제이알에프앤로지스,"3,401,500",-1.51%
외식,,정연푸드,"3,394,775",73.76%
외식,,(주)다담,"3,322,495",14.38%
외식,,(주)대구우야지막창,"3,247,946",-4.49%
외식,,(주)마스터아이디,"3,240,715",55.96%
외식,,(주)청춘,"3,231,573",3.67%
외식,,(주)바름,"3,227,942",12.31%
외식,,(주)문가네,"3,214,828",7.80%
외식,,(주)그레이스식품,"3,205,736",2.74%
외식,,(주)더원코리아,"3,159,968",51.27%
외식,,(주)라라에프앤비(RARAF&B),"3,143,340",14.08%
외식,,(주)비엔에스에프앤비,"3,122,415",21.19%
외식,,(주)다이닝팩토리,"3,085,411",53.06%
외식,,(주)아그라홀딩스,"3,052,724",222.94%
외식,,(주)더윈코리아,"3,049,364","1,882.54%"
외식,,(주)사모,"2,945,046",16.51%
외식,,(주)예스미미,"2,890,946",-34.64%
외식,,(주)오니규,"2,851,062",-27.35%
외식,,(유)대성물류,"2,838,514",-6.63%
외식,,(주)서울스토리,"2,818,994",279.40%
외식,,(주)비케이세븐코리아,"2,770,138",-22.40%
외식,,(주)성신에프씨,"2,757,628",-24.77%
외식,,(주)오리지날스푼,"2,735,486",-40.11%
외식,,배터지는갈비,"2,723,248",-16.79%
외식,,(주)케이더블유프랜차이즈,"2,694,538",-19.08%
외식,,(주)더꿈,"2,678,677",17.64%
외식,,(주)록원에프엔비,"2,599,487","2,616.60%"
외식,,친구FOOD,"2,584,647",산출불가
외식,,서소문(주),"2,580,684",-2.27%
외식,,(주)일미락푸드네트웍스,"2,572,412",-14.07%
외식,,이제이피(주),"2,536,566",22.38%
외식,,(주)아하엔파트너스,"2,467,478",27.22%
외식,,(주)청춘에프앤비,"2,462,025",116.93%
외식,,FC푸드,"2,457,437",21.88%
외식,,(주)에스엠푸드,"2,443,359",-2.49%
외식,,(주)다온푸드,"2,413,022",587.18%
외식,,(주)상건,"2,407,524",7.03%
외식,,(주)종로맥가,"2,373,719",4.15%
외식,,(주)루아,"2,346,421",30.41%
외식,,원미가,"2,335,337",33.09%
외식,,(주)대한푸드,"2,327,138",산출불가
외식,,(주)칠프로칠백식당,"2,303,461",32.81%
외식,,(주)나드리에프에스,"2,302,943",889.68%
외식,,(주)리더스코리아코퍼레이션,"2,270,317",11.30%
외식,,(주)푸디안,"2,267,452",-15.44%
외식,,(주)남도에프앤씨,"2,246,048",27.22%
외식,,(주)제이에스씨컴퍼니,"2,234,419",216.67%
외식,,(주)더모모야,"2,226,956",3.34%
외식,,(주)라이스파이,"2,206,393",-39.67%
외식,,(주)윌앤컴퍼니,"2,199,505",414.81%
외식,,아론29(주),"2,185,364",54.83%
외식,,(주)해운대엠에스,"2,172,899",118.07%
외식,,(주)트러스트,"2,162,388",40.74%
외식,,(주)서래스터,"2,144,884",27.46%
외식,,(주)예진희알이에프,"2,139,179",-13.78%
외식,,성백F&S,"2,137,121",17.68%
외식,,헬로크랩,"2,112,117",5.49%
외식,,(주)오제이푸드,"2,108,363",10.97%
외식,,와플대학협동조합,"2,103,592",12.46%
외식,,(주)더담에프앤디아이,"2,101,021",88.06%
외식,,(주)티엠홀딩스,"2,082,540",-26.37%
외식,,에코푸드(주),"2,059,676",-3.08%
외식,,파워푸드(유),"2,049,071",-40.90%
외식,,(주)정담,"2,047,874",-1.57%
외식,,(주)푸드리아,"2,040,793",4.66%
외식,,(주)선굼터,"2,029,828",-16.07%
외식,,(주)빅토리어스,"1,999,724",58.37%
외식,,(주)맛쭈,"1,997,948",34.67%
외식,,(주)월드베브릿지,"1,963,468",40.93%
외식,,(주)지누코,"1,961,622",49.12%
외식,,(주)한창이앤피,"1,939,284",14.05%
외식,,(주)정든,"1,934,446",3.67%
외식,,(주)깐깐한패밀리,"1,903,721",74.41%
외식,,(주)디에스에프앤비,"1,883,344","2,053.60%"
외식,,싱글벙글,"1,883,099",-8.01%
외식,,중경홍중샤브뷔페,"1,881,672",21.94%
외식,,(주)길품에프엔비,"1,880,207","1,254.34%"
외식,,(주)미래원에프앤씨,"1,864,183",27.25%
외식,,푸드이노베이션,"1,844,355",0.91%
외식,,(주)트리플에이컴퍼니,"1,835,293",-38.48%
외식,,바른창업(주),"1,813,619",-25.77%
외식,,(주)즐거운,"1,801,907",17.08%
외식,,지훈남에프앤이(주),"1,776,268",22.32%
외식,,(주)어다한,"1,763,586",산출불가
외식,,(주)씨앤에이치글로벌,"1,730,548","3,362.27%"
외식,,(주)씨랩,"1,700,171",-26.99%
외식,,(주)씨에이치월드푸드,"1,697,717",24.15%
외식,,(주)알피,"1,697,185",-11.46%
외식,,(주)제이오푸드,"1,678,488",40.05%
외식,,(주)모미락멤버스,"1,664,178",265.09%
외식,,(주)비앤비푸드시스템,"1,623,107",-40.32%
외식,,(주)문패밀리,"1,600,234",45.98%
외식,,(주)케리온,"1,599,690",-13.51%
외식,,(주)씨엔에프알티에스,"1,591,181",-20.45%
외식,,(주)우리집다음에맛있는집,"1,583,448",6.66%
외식,,(주)에스와이인터네셔날,"1,581,143",73.59%
외식,,(주)비엔피푸드,"1,576,832",-8.59%
외식,,(주)알앤씨,"1,570,256",88.97%
외식,,농업회사법인(주)우림웰푸드,"1,570,096",22.39%
외식,,(주)지엔에스우쿠야,"1,546,238",산출불가
외식,,티앤에스피플(주),"1,530,461",-11.65%
외식,,(주)아정푸드시스템,"1,520,657",13.29%
외식,,(주)제이엔케이컴퍼니,"1,514,725",산출불가
외식,,(주)명동푸드,"1,509,497",5.06%
외식,,(주)이엔에프컴퍼니,"1,504,704",180.47%
외식,,(주)유원에프앤비,"1,491,077",-21.76%
외식,,(주)비와별,"1,478,984",18.77%
외식,,(주)소담,"1,456,897",47.89%
외식,,미친고기,"1,436,665",21.64%
외식,,(주)맛집을만드는사람들,"1,406,877",435.12%
외식,,농부의마음,"1,395,435",산출불가
외식,,(주)빅쭌푸드,"1,388,765",220.74%
외식,,낚시꾼김춘복의도시어부,"1,387,004",33.80%
외식,,(주)더나은에프앤디,"1,383,792","1,455.92%"
외식,,(주)마코푸드시스템,"1,362,328",229.38%
외식,,(주)니드플러스,"1,358,610",303.51%
외식,,(주)씨엘파미유,"1,348,899",436.34%
외식,,(주)차차,"1,343,788",15.99%
외식,,(주)푸드테이너컴퍼니,"1,337,262",산출불가
외식,,(주)제이에스인터푸드,"1,327,812",73.57%
외식,,(주)스타프렌차이즈,"1,319,902",135.73%
외식,,(주)위치,"1,318,079",-14.94%
외식,,(주)담꽃,"1,302,510",13.00%
외식,,금수식품,"1,296,216",-36.45%
외식,,(주)송상트레이딩,"1,292,023",-1.19%
외식,,(주)유니온푸드,"1,269,173",-15.08%
외식,,(주)백년가에프앤씨,"1,257,112",15.40%
외식,,(주)청초수씨푸드,"1,256,677",7.58%
외식,,(주)리원에프앤씨,"1,236,483",175.46%
외식,,(주)금강브루어리,"1,236,376",-49.80%
외식,,히노아스카(주),"1,235,410",112.62%
외식,,(주)유캔에프씨,"1,225,229","2,840.95%"
외식,,더에스지파트너스(주),"1,222,380",101.99%
외식,,(주)케이브로스에프앤비,"1,187,170",176.42%
외식,,(주)미식주,"1,185,790",3.80%
외식,,원에프씨(주),"1,173,049",산출불가
외식,,브랜드인터랙티브(주),"1,153,508",산출불가
외식,,(주)우텐더코리아,"1,152,516",480.95%
외식,,(주)명랑식품,"1,150,300",1.17%
외식,,(주)진원에프씨,"1,137,419",-4.62%
외식,,고기나라,"1,130,204",-16.17%
외식,,임정라인(주),"1,108,821",277.13%
외식,,(주)와이케이푸드서비스,"1,106,609",-7.77%
외식,,감성대패,"1,104,033",산출불가
외식,,(주)은혜푸드,"1,100,002",18.21%
외식,,(주)제이더블유에프앤비,"1,091,724",21.11%
외식,,(주)에스에스에프앤비,"1,077,294",18.26%
외식,,(주)중원에프씨,"1,076,471",-17.75%
외식,,(주)마루에프씨,"1,075,109",20.21%
외식,,지엘라온(주),"1,070,968",-4.95%
외식,,오야스미파주점,"1,068,791",산출불가
외식,,(주)배달돼지,"1,059,023",-32.87%
외식,,씨케이프랜즈,"1,036,111",-10.95%
외식,,(주)올모스트페이머스,"1,022,435",86.75%
외식,,(주)투애니시스템(2NESystem),"1,021,635",71.56%
외식,,(주)2대맛태,"1,009,091",산출불가
외식,,(주)비엔에프시리즈,"991,313",-7.04%
외식,,(주)한평의꿈,"990,418",5.90%
외식,,(주)국앤쿡,"976,704",95.66%
외식,,농업회사법인(주)사천노마,"971,719",-29.27%
외식,,(주)더만듦,"968,647",-12.12%
외식,,(주)비에스다이닝코리아,"964,910",-13.63%
외식,,(주)바오밥아이엔씨,"963,873",-55.75%
외식,,(주)창구에프앤씨,"952,784",-83.04%
외식,,(주)모던키친컴퍼니,"930,898",60.76%
외식,,안푸드,"913,263",3.58%
외식,,(주)엔씨코리아푸드,"912,852",-16.24%
외식,,파파1215(PAPA1215),"898,315",111.33%
외식,,(주)조은음식드림,"896,806",20.91%
외식,,피자얌,"886,233",-3.82%
외식,,(주)웰빙푸드에프씨,"870,896",-23.81%
외식,,서가김푸드,"869,946",74.81%
외식,,(주)코이,"863,600",132.85%
외식,,(주)다함컴퍼니,"853,858",-36.27%
외식,,(주)장충당,"848,153",-29.83%
외식,,(주)비에뜨반미,"844,339",-45.85%
외식,,(주)담락,"839,679",17.50%
외식,,세겹살,"836,891",8.18%
외식,,(주)백호에프앤비,"821,421",1.86%
외식,,정담은보쌈(주),"815,391",-12.73%
외식,,(주)캔즈코리아,"802,962",18.74%
외식,,(주)키즈팩토리,"798,916",-6.98%
외식,,최동민양푼갈비,"794,509",-13.66%
외식,,(주)우성에프앤에스,"792,371",574.70%
외식,,(주)로드썬,"791,964",-48.74%
외식,,진푸드서비스,"777,832",-1.33%
외식,,아낙촌,"772,135",2.96%
외식,,(주)우용에프앤비,"770,421",-18.94%
외식,,대한민국을만족시킨족발,"762,357",7.41%
외식,,(주)에쎄레,"757,396",-7.76%
외식,,낭만닭발,"754,955",-11.71%
외식,,농업회사법인(주)한씨네,"754,847",-16.61%
외식,,(주)타코비코리아,"754,844",-12.28%
외식,,(주)와이푸드,"754,531",-8.95%
외식,,삼바리,"751,407",15.11%
외식,,(주)일이육삼,"749,432",산출불가
외식,,곽두리쪽갈비협동조합,"744,098",0.36%
외식,,(주)폴스타파트너스,"729,529",-12.45%
외식,,(주)메밀나라,"715,784",86.02%
외식,,아메리칸트레이,"713,425",330.24%
외식,,(주)다다컴퍼니,"712,766",37.47%
외식,,농업회사법인순천만누룽지(주),"697,171",158.47%
외식,,(주)하늘정원,"697,007",-8.46%
외식,,신복관,"687,433",-13.78%
외식,,광평도새기촌본점,"686,025",-13.65%
외식,,㈜미방,"681,481",-3.19%
외식,,더정담,"680,083",-38.81%
외식,,(주)이든에프엔씨,"680,049",-52.97%
외식,,(주)가배두림,"679,287",1.26%
외식,,(주)쉬즈베이글,"669,968",산출불가
외식,,(주)대구반야월막창,"669,947",-7.65%
외식,,(주)먹깨비푸드,"666,503",산출불가
외식,,찜다해,"665,917",-14.65%
외식,,(주)앤리치,"665,025",124.76%
외식,,에프엠에프(주),"664,113",-0.72%
외식,,(주)모컴테크,"658,157",-10.69%
외식,,(주)에이치투엠,"656,453",120.95%
외식,,(주)주안,"648,547",45.97%
외식,,콜리,"644,820",3.40%
외식,,종로푸드시스템(주),"637,208",-49.41%
외식,,화레무,"636,217",0.88%
외식,,(주)진가원푸드,"630,343",-47.20%
외식,,진배족발,"629,967",-9.39%
외식,,내가찜한코다리찜(내찜코),"622,965",산출불가
외식,,고철상,"616,238",-7.15%
외식,,(주)아그집쭈꾸미,"614,604",134.15%
외식,,(주)해랑,"594,906",10.89%
외식,,(주)디아이에프앤비,"589,042",산출불가
외식,,탄불이연탄불고기쌈밥,"583,283",산출불가
외식,,맥쓰(MEXX)세계치킨,"574,206",-40.31%
외식,,하노이별기흥점,"566,879",63.52%
외식,,어트랙티브컴퍼니,"566,287",-16.52%
외식,,안지랑&사람들,"560,924",-31.02%
외식,,월천삼계탕,"555,903",-10.74%
외식,,(주)델타에프엔지,"550,486",60.41%
외식,,하랑은(주),"548,980",41.62%
외식,,씨엘카이로스(주),"547,882",-19.80%
외식,,심슨양곱창,"540,664",산출불가
외식,,(주)프레시안에프앤비,"538,513",-1.46%
외식,,와이디(YD)푸드컴퍼니,"527,643",산출불가
외식,,(주)인지상정에이치엔,"518,617",3.35%
외식,,모자온달포장,"516,181",19.79%
외식,,오늘김해뒷고기,"509,690",-2.10%
외식,,(주)해피존에프앤비,"509,302",-25.91%
외식,,꼬꼬방집으로삼겹본점,"508,089",-5.23%
외식,,의정부동오부대찌개,"502,505",22.96%
외식,,제이오에프앤씨,"501,176",산출불가
외식,,(주)라핀카코리아,"499,858",415.08%
외식,,송죽부산밀면국밥,"497,930",1.46%
외식,,가야푸드,"494,212",10.03%
외식,,눈꽃푸드,"468,739",산출불가
외식,,왓삼푸드,"465,445",-6.17%
외식,,(주)포레스트에프앤디,"462,382",산출불가
외식,,우와,"461,932",산출불가
외식,,상돈이비빔돼지,"457,511",-9.75%
외식,,유성푸드탑,"451,693",-13.55%
외식,,지엔에스와타미푸드앤베버리지서비스(주),"444,451",-79.65%
외식,,총각푸드,"443,535",136.14%
외식,,디오디시스템,"437,279",13.51%
외식,,(주)썬더치킨,"437,025",-5.55%
외식,,윤가네오리구이체인사업본부,"435,726",0.04%
외식,,(주)엠에스코리아,"435,558",산출불가
외식,,(주)떼루와,"430,106",-34.61%
외식,,(주)단추로끓인수프,"424,974",-48.67%
외식,,부자돼지,"423,485",3.20%
외식,,마루앤F/D,"422,587",-8.99%
외식,,(주)교아당,"412,933",129.01%
외식,,배가네동태탕,"407,599",1.92%
외식,,(주)우리둥지,"404,064",0.18%
외식,,(주)바른랩,"403,944",15.25%
외식,,(주)사리원,"400,593",-68.67%
외식,,㈜와이지,"395,899",-12.67%
외식,,(주)강남에프앤비,"392,229",-67.50%
외식,,파이널나인(주),"388,852",240.73%
외식,,할미감성,"386,739",61.48%
외식,,(주)귀한사람들,"383,770",산출불가
외식,,FBFOOD에프비푸드,"379,225",산출불가
외식,,번영식당,"378,244",1.26%
외식,,(주)석찬,"377,539",944.28%
외식,,(주)제이앤피몽뜨레,"375,673",-35.21%
외식,,(유)굴세상,"372,978",-19.32%
외식,,(주)성공한사람들,"369,588",산출불가
외식,,하늘돼지,"369,500",25.92%
외식,,(유)지앤에스,"363,731",-16.11%
외식,,(주)남쪽나라,"360,628",-35.90%
외식,,(주)어깨동무컴퍼니,"358,183",-27.35%
외식,,와이블랙,"357,963",산출불가
외식,,(주)짬뽕상회,"354,144",-4.58%
외식,,앗싸(주),"347,900",9.46%
외식,,DKFOOD,"345,658",산출불가
외식,,육회한언니,"345,448",산출불가
외식,,(주)정다정에프앤비,"345,145",263.23%
외식,,(주)라이온에프지,"338,906",-84.84%
외식,,(주)춘자외식,"338,016",-32.51%
외식,,(주)다존,"335,587",-45.28%
외식,,성식이네매운닭발,"335,425",9.26%
외식,,남문숯불바베큐앤치킨본점,"333,600",산출불가
외식,,(주)돈탐라제주,"333,194",-45.98%
외식,,(주)백채,"331,833",913.57%
외식,,(주)엉클컴퍼니,"331,390",204.15%
외식,,마약먹태,"331,273",25.58%
외식,,제이앤에스,"321,008",산출불가
외식,,(주)잇파라다이스,"315,625",7.74%
외식,,박서윤네닭발,"310,463",16.90%
외식,,(주)투썬에프엔씨(F&C),"304,633",산출불가
외식,,돌삼닭하남점,"296,332",-9.18%
외식,,하오하오짬뽕전문점,"296,002",-10.07%
외식,,대패가1900,"289,806",-21.97%
외식,,(주)홍담에프앤비,"288,650",산출불가
외식,,(주)마스터푸드,"279,948",29.92%
외식,,(주)하프타임,"275,342",산출불가
외식,,포36거리가맹사업부,"274,936",138.68%
외식,,철판떼기(주),"271,615",산출불가
외식,,번지식당,"271,251",-31.71%
외식,,(주)하늘푸드시스템,"264,299",-26.64%
외식,,(유)버거스테이지,"264,246",산출불가
외식,,더범컴퍼니,"262,587",산출불가
외식,,(주)순곱이네프랜차이즈,"258,885",-13.82%
외식,,곱창생각,"258,331",-16.19%
외식,,(주)다나,"253,625",677.63%
외식,,(주)교동컴퍼니,"247,433",63.67%
외식,,전원숯불갈비,"243,040",-2.08%
외식,,라온에프앤씨,"236,393",-18.76%
외식,,골치기,"236,320",-16.76%
외식,,(주)펄맨,"235,963",63.19%
외식,,(주)백년불고기,"235,173",-26.50%
외식,,최고갈비,"234,511",7.22%
외식,,(주)피에프에스,"234,489",-14.44%
외식,,한끼,"232,482",산출불가
외식,,어부홍씨횟집,"230,120",3.95%
외식,,에그토스트,"229,575",산출불가
외식,,(주)꼬꼬씨에프,"228,969",-5.67%
외식,,온마리에프앤시,"225,248",산출불가
외식,,(유)콩샌,"224,737",-0.42%
외식,,국민푸드,"219,600",산출불가
외식,,(주)에이투지,"218,642",-21.97%
외식,,(주)올웨이즈에프앤비,"218,014",산출불가
외식,,하우돈곱창,"214,811",-0.05%
외식,,(주)푸드팩토리즈,"213,464",-16.57%
외식,,(주)푸션,"210,716",-53.72%
외식,,달려라팬,"209,813",산출불가
외식,,에스제이푸드시스템,"205,235",-10.05%
외식,,다원푸드,"204,173",-26.43%
외식,,(주)겐돈에프앤비,"204,150",0.74%
외식,,치즈밥있슈,"195,458",산출불가
외식,,(주)아리솔에프씨,"192,437",17.49%
외식,,㈜헬로에프앤비,"190,737",산출불가
외식,,55온푸드,"185,858",-22.45%
외식,,진미통상,"184,486",산출불가
외식,,와플칸,"183,848",산출불가
외식,,(주)비아든,"179,946",산출불가
외식,,(주)비어프랜드,"176,463",산출불가
외식,,산청자매훠궈,"173,796",산출불가
외식,,(주)본가장수촌,"172,869",-8.49%
외식,,(주)쉐프진,"172,253",1.76%
외식,,(주)엘케이푸드글로벌,"171,933",92.36%
외식,,(주)제이에스와이푸드,"171,740",6.25%
외식,,에그마카슈,"171,297",산출불가
외식,,(주)거룩한일오삼,"169,984",-76.78%
외식,,모두의곱창본점,"166,114",4.49%
외식,,(주)피쉬바게트,"160,399",13.88%
외식,,(주)씨엠월드에프앤씨,"160,062",-64.23%
외식,,(주)다알찬,"159,801",산출불가
외식,,샌드위코,"155,963",산출불가
외식,,제이에이치푸드,"154,617",-42.67%
외식,,(주)글로리아에프아이,"152,692",33.46%
외식,,(주)불소,"146,891",-50.91%
외식,,돈카츠&화꾸어,"145,213",-13.18%
외식,,제이엠(JM)푸드코리아,"141,374",60.88%
외식,,백락촌,"139,916",-39.53%
외식,,(주)플라잉스팍스,"138,644",134.41%
외식,,통불컴퍼니,"138,135",-54.53%
외식,,(주)베스트포굿,"135,654","1,312.03%"
외식,,여비내푸드시스템,"134,467",산출불가
외식,,(주)비에스인큐,"133,972",산출불가
외식,,(주)태양부,"131,690",산출불가
외식,,(주)웰가코리아,"130,762",-6.82%
외식,,(주)와이케이,"125,349",산출불가
외식,,리얼디,"124,067",-63.19%
외식,,(주)제이에스푸드빌,"120,701",산출불가
외식,,(주)오칠구,"119,081",-7.40%
외식,,(주)강경푸드,"117,078",-48.86%
외식,,(주)용형,"117,050",-3.33%
외식,,(주)이제이글로벌,"117,049",139.79%
외식,,(주)한국창업능률개발원,"116,848",산출불가
외식,,(주)킨지(KINJI),"115,053",118.29%
외식,,초을치킨송현점,"110,101",산출불가
외식,,(주)더센코리아,"110,035",-19.48%
외식,,망고트리,"108,870",628.18%
외식,,(주)노른자팩토리,"108,605",-13.60%
외식,,(주)이태리상회,"108,088",산출불가
외식,,엔피푸드,"107,500",-4.87%
외식,,(주)브릭심,"104,580",390.99%
외식,,(주)우리집상사,"104,170",산출불가
외식,,(주)한백푸드앤,"102,029",산출불가
외식,,(주)브이에프알씨,"101,876",산출불가
외식,,이든푸드그룹,"100,236",산출불가
외식,,(주)지더블유에프앤비,"98,988",산출불가
외식,,(주)버금에프앤비,"98,764",산출불가
외식,,(주)엘도라도,"94,705",산출불가
외식,,(주)에프씨봉대박,"91,114",-30.74%
외식,,(주)푸드연,"88,740",21.52%
외식,,더라인,"87,260",산출불가
외식,,(주)가로수브루잉컴퍼니,"82,773",1.44%
외식,,입안에행복,"77,096",-28.36%
외식,,츄카롱,"70,735",산출불가
외식,,청록식품,"67,277",산출불가
외식,,(주)씨에이치제이,"64,330",-36.47%
외식,,씨씨푸드(초계명가),"60,358",-95.67%
외식,,만호F&B,"58,441",산출불가
외식,,(주)에이치제이컴퍼니,"57,363",4.78%
외식,,(주)참살드림,"55,942",15.66%
외식,,(주)제이에스케이에프앤비,"53,583",-85.91%
외식,,(주)링크온유,"50,957",산출불가
외식,,(주)일센치,"47,430",-92.07%
외식,,(주)금표에프앤씨,"42,946",산출불가
외식,,툴스돈카츠,"41,552",-84.67%
외식,,(주)태정지엔에프,"38,346",-4.83%
외식,,(주)빛나는바다,"32,266",-33.75%
외식,,(주)양연에프엔비,"27,256",-59.14%
외식,,(주)모스트앤컴퍼니,"25,200",-87.71%
외식,,(주)스몰빅마케팅컴퍼니,"24,645",110.25%
외식,,돌빙F&B,"23,588",산출불가
외식,,(주)엠에스엠푸드,"21,100",산출불가
외식,,(주)바로온,"20,630",산출불가
외식,,(주)광개토에프에스,"17,650",산출불가
외식,,(주)아지야,"14,330",95.50%
외식,,(주)원앙에프앤비,"13,381",산출불가
외식,,(주)호윤크리에이티브,"12,000",산출불가
외식,,어죽대부푸드,"11,549",산출불가
외식,,1250,"10,722",산출불가
외식,,(주)마시따,"10,610",산출불가
외식,,(주)더블류스텔라,"10,500",-12.50%
외식,,(주)더굿에프엔씨,"8,012",-52.15%
외식,,쿠킹팩토리24,"7,832",산출불가
외식,,올리브푸드,"3,750",산출불가
외식,,앤에프씨,"2,424",산출불가
외식,,(주)감칠맛,"2,000",산출불가
외식,,(주)강남식품1번가,"1,713",-70.42%
외식,,육성푸드(주),"1,594",산출불가
외식,,(주)우석글로벌비즈,"1,257",-99.27%
외식,,(주)커틀랩,"1,000",산출불가
외식,,(주)브랜드그라운드,925,산출불가
외식,,(주)마음에프앤씨,130,산출불가
외식,,(주)유천대가,0,-100.00%
외식,,메이크어딜리버리,0,산출불가
외식,,(주)제이에이치컴퍼니,0,산출불가
외식,,(주)프랭크서울,0,-100.00%
외식,,카레온가맹본부,0,산출불가
외식,,(주)다이노에프에스,0,-100.00%
외식,,(주)프랜몬스터,0,-100.00%
외식,,(주)지엔에스에프앤비,0,-100.00%
외식,,해마로푸드서비스(주),0,-100.00%
외식,,(주)행복한맛,0,산출불가
외식,,(주)조은세상에프엔씨,0,-100.00%
외식,,에스티씨프랜차이저,0,-100.00%
외식,,(주)농부애푸드,0,산출불가
외식,,(주)그린푸드,0,-100.00%
외식,,(주)디앤지컴퍼니본,0,-100.00%
외식,,(주)나운에프에스,0,산출불가
외식,,(주)다채원,0,-100.00%
외식,,보승FC,0,-100.00%
외식,,(주)한경기획,0,-100.00%
외식,,씨에프,0,-100.00%
외식,,(주)불을지키는사람들,0,산출불가
외식,,(주)빛가람에프앤비,0,산출불가
외식,,(주)더머거컴퍼니,0,산출불가
외식,,(주)에이트,0,산출불가
