브랜드,상호,창업비용
닭에꼬치닭,(주)어니스트브로,"35,100
(0.63)"
베리원치킨앤임실피자,푸른푸드,"35,100
(0.63)"
나의 이름은 닭강정,(주)희락푸드,"34,600
(0.62)"
갓튀긴후라이드,(주)갓에프엔비,"34,550
(0.62)"
구어조은닭,(주)진진푸드시스템,"34,000
(0.61)"
페리카나,(주)페리카나,"33,950
(0.61)"
꾸브라꼬 숯불 두마리 치킨,제이케이유통,"33,880
(0.61)"
치킨쥼,(주)제이케이푸드,"33,570
(0.60)"
치킨본능,(주)놀부,"33,557
(0.60)"
부어치킨,(주)참바른,"33,480
(0.60)"
치킨파머스,금화식품(주),"33,458
(0.60)"
꼬꼬봉투통닭,(주)더콥,"33,450
(0.60)"
키로치킨,키로치킨체인사업본부,"33,241
(0.60)"
또래오래,(주)농협목우촌,"33,226
(0.60)"
치요남치킨,(주)얌얌레시피,"33,000
(0.59)"
블레드,비알디컴퍼니(주),"32,900
(0.59)"
박사치킨,에너지연구소,"32,900
(0.59)"
8800켄터키치킨,(주)현인에프앤디,"32,800
(0.59)"
위드치킨,위드치킨,"32,500
(0.58)"
계동치킨,(주)신성유통,"32,450
(0.58)"
치킨19(chicken19),치킨19,"32,350
(0.58)"
해뜰닭,푸드삼성,"32,305
(0.58)"
닭권브이,닭권브이,"32,300
(0.58)"
아주커,(주)에이에프씨코리아,"32,300
(0.58)"
치킨더홈,케이와이푸드(주),"32,160
(0.58)"
무성구어바베큐치킨,(주)시즌푸드,"32,150
(0.58)"
시키면두마리치킨,(주)엠파이어에프씨,"32,150
(0.58)"
찐도리도리닭도리,제이와이컴퍼니,"31,850
(0.57)"
처갓집플러스케이준치킨,(주)한국일오삼,"31,250
(0.56)"
닭꾸버,(주)케이디엔푸드,"30,850
(0.55)"
에디슨치킨,(주)참여텍,"30,826
(0.55)"
후라이드바삭킹,도움,"30,800
(0.55)"
치킨마루,다인에프씨(주),"30,480
(0.55)"
맥시칸치킨,(주)맥시칸,"30,300
(0.54)"
티바두마리치킨,(주)신라외식개발,"30,250
(0.54)"
티바두마리치킨,(주)신라외식개발,"30,250
(0.54)"
티바두마리치킨,(주)신라외식개발,"30,250
(0.54)"
닭일배송,(주)밥장인,"30,100
(0.54)"
라쿤치킨&떡볶이,라쿤치킨&떡볶이,"29,950
(0.54)"
두레옛날통닭,(주)도담에프앤에스,"29,700
(0.53)"
수원왕갈비통닭,통큰푸드,"29,654
(0.53)"
똥집의 달인,똥집의달인,"29,490
(0.53)"
호식이두마리치킨,호식이두마리치킨,"29,300
(0.53)"
one&two깻잎두마리치킨 (원앤투깻잎두마리치킨),흥성,"29,270
(0.53)"
One&Two깻잎두마리치킨,흥성에프디,"29,270
(0.53)"
홍익마늘치킨,홍익푸드,"29,200
(0.52)"
오부장치킨,(주)본에스디코리아,"29,100
(0.52)"
치킨삼파전,이온유통,"28,620
(0.51)"
동네아저씨치킨,영맨푸드,"28,600
(0.51)"
통닭1번가,대성엘피스(주),"28,600
(0.51)"
상문이두마리숯불양념치킨,푸드메이트,"28,550
(0.51)"
멕시카나,(주)멕시카나,"28,516
(0.51)"
온고지신 통닭元,민푸드,"28,500
(0.51)"
옛날장터치킨,(주)씨드트리,"28,390
(0.51)"
전설통닭,배진화옛날통닭(KFS)한국푸드시스템,"28,390
(0.51)"
닭깡,(주)네비스,"28,380
(0.51)"
혁명닭발,(주)생활에프앤비,"28,346
(0.51)"
치킨도령,치킨도령(영주유통),"28,230
(0.51)"
양아치킨,양아치킨불당점,"28,170
(0.51)"
미쳐버린파닭,(주)수정,"28,100
(0.50)"
경아두마리치킨,(주)다시만난사람들,"28,100
(0.50)"
또봉이통닭,또봉이에프앤에스(주),"28,060
(0.50)"
화르화르,(주)에이치브라더스,"28,000
(0.50)"
치킨플러스,(주)돕는사람들,"27,648
(0.50)"
알통떡강정,(주)알통컴퍼니,"27,600
(0.50)"
옛날그시절 화덕찜닭,팔팔푸드,"27,400
(0.49)"
처갓집양념치킨,(주)한국일오삼,"26,850
(0.48)"
탁사정흑마늘닭강정,탁사정흑마늘닭강정,"26,200
(0.47)"
아이커버거&치킨,아이커유통,"25,750
(0.46)"
봉이치킨,(주)봉이에프엔씨,"25,300
(0.45)"
비에프씨치킨(B.F.C치킨),승우유통,"25,300
(0.45)"
오지고 찜닭,오지고찜닭,"25,300
(0.45)"
닭강정 맛 가격 5반하다,(주)아주푸드,"25,283
(0.45)"
도레미치킨,제이에스컴퍼니,"25,100
(0.45)"
꼬꼬팜,포맨에프엔씨,"24,815
(0.45)"
징기스칸치킨,(자)징기스칸,"24,750
(0.44)"
오늘닭강정,(주)로희,"24,200
(0.43)"
대박나자 부자치킨,(주)알피,"24,200
(0.43)"
콩닥콩닭,케이디유통,"24,100
(0.43)"
닭집에떡볶이,(주)씨앤푸드스토리,"24,000
(0.43)"
그집마늘치킨 & 쪼닭,케이디디유통,"23,935
(0.43)"
치킨멤버,닭촌축산,"23,500
(0.42)"
치킨더치킨,(주)원진푸드,"22,880
(0.41)"
큰통치킨,(주)태산유통,"22,220
(0.40)"
불촌두마리치킨,신미푸드시스템,"21,800
(0.39)"
파-닭에파무쳐,에스엠푸드(주),"20,900
(0.38)"
진도담찜닭(珍도담찜닭),(주)도담에프엔디,"20,680
(0.37)"
두존치킨,한울림상사,"20,190
(0.36)"
구도로통닭,(주)구도로,"18,500
(0.33)"
허갈닭강정,(주)유성에프앤비,"18,200
(0.33)"
또또닭강정,(주)홈앤치킨,"18,200
(0.33)"
아침닭,(주)홈앤치킨,"18,200
(0.33)"
종국이두마리치킨,종국이두마리치킨체인본부,"17,400
(0.31)"
통닭할매,아침의부엌,"17,400
(0.31)"
치킨중앙상회,(주)포레스트에프앤디,"16,720
(0.30)"
영 아맛나,아맛나찜닭분식야식,"15,970
(0.29)"
치킨공방,치킨공방외식사업부,"15,200
(0.27)"
굽는치킨,계산씨케이,"14,520
(0.26)"
브이에프씨치킨파티(VFC치킨파티),선진VFC,"13,550
(0.24)"
오빠담치킨,호림푸드,"13,400
(0.24)"
테트리스찜닭,(주)선일에프앤비,"13,100
(0.24)"
사오깡패치킨,사오식탁,"12,700
(0.23)"
부뚜막치킨,(주)태풍에프앤비,"12,450
(0.22)"
조선CH.S치킨,(주)씨에스,"11,500
(0.21)"
인천닭강정,인천닭강정,"10,800
(0.19)"
청원통닭,청원통닭,"9,900
(0.18)"
코리엔탈깻잎두마리치킨,(주)채움푸드,"7,571
(0.14)"
수상한탕수육,(주)채움푸드,"7,458
(0.13)"
맥켄치킨,(주)한일팜스,"6,400
(0.11)"
조시치킨,제이제이푸드,"6,050
(0.11)"
통닭마니아,영계푸드,"3,300
(0.06)"
돌통,돌통,"3,300
(0.06)"
영계푸드1988'옛날통닭,영계푸드1988옛날통닭,"3,300
(0.06)"
명가통닭,(주)명가참푸드,"3,300
(0.06)"
평균,-,"72,059
(1.00)"
피자몰,(주)이랜드이츠,"522,600
(7.25)"
피자리움,(주)골든하인드,"499,500
(6.93)"
파파존스피자,한국파파존스(주),"287,840
(3.99)"
도미노피자,청오디피케이(주),"247,250
(3.43)"
피자헛,한국피자헛(유),"239,071
(3.32)"
미스터피자,(주)엠피그룹,"236,253
(3.28)"
오리지널시카고,(주)오리지널시카고피자,"227,700
(3.16)"
피자네버슬립스,피자네버슬립스,"171,400
(2.38)"
호놀룰루피자,(주)그레닉스,"149,100
(2.07)"
포르타나(PORTANA),(주)씨에프씨,"125,065
(1.74)"
애플틴,(주)훌랄라,"118,600
(1.65)"
핏제리아오,(주)희스토리푸드,"109,470
(1.52)"
낭만피자,㈜에스엠푸드,"108,800
(1.51)"
피자에땅,(주)에땅,"108,780
(1.51)"
피자알볼로,(주)알볼로에프앤씨,"106,200
(1.47)"
강정구의피자생각,(주)케이프렌즈,"102,700
(1.43)"
임실N치즈피자,(주)엔케이로지스틱스,"102,245
(1.42)"
리골레토 시카고피자,(주)다이닝팩토리,"100,350
(1.39)"
파파밸리피자,(주)파파밸리,"100,000
(1.39)"
낙원스낵,(주)낙원그룹,"98,500
(1.37)"
피자오 크래프트(PIZZA O CRAFT),(주)더오랩,"96,500
(1.34)"
땡스피자,(주)땡스,"96,300
(1.34)"
보스턴피자,(주)한양물산,"95,100
(1.32)"
900달러,900달러,"91,300
(1.27)"
영구스피자,(주)영구스피자,"90,800
(1.26)"
서오릉피자,서오릉피자,"88,127
(1.22)"
7번가피자,(주)7번가사람들,"85,500
(1.19)"
뽕뜨락피자,(주)웰빙을만드는사람들,"83,900
(1.16)"
뽕뜨락피자,(주)웰빙을만드는사람들,"83,900
(1.16)"
피제리아 라르도,라르도,"82,400
(1.14)"
고피자(GOPIZZA),(주)고피자,"81,300
(1.13)"
빨간모자피자,(주)레드캡,"80,185
(1.11)"
빚짜(BEEZZA),(주)프라이데이컴퍼니,"80,000
(1.11)"
피자블럭,피자블럭,"79,200
(1.10)"
레꼬마 피자&타코,레꼬마피자,"77,800
(1.08)"
임실치즈피자,(유)승일푸드시스템,"76,750
(1.07)"
피맥하우스(PIMAc HOUSE New York Style Pizza Pub),㈜오엠케이컴퍼니,"75,580
(1.05)"
미사랑임실치즈피자,(주)세인에프앤씨,"74,792
(1.04)"
레코드피자,레코드피자,"74,480
(1.03)"
피자연합,피자연합협동조합,"74,270
(1.03)"
블랙캡피자,블랙캡컴퍼니,"73,147
(1.02)"
남자피자,(주)남자피자,"72,800
(1.01)"
피스타키친(PISTAR KITCHEN),피스타키친(PISTARKITCHEN),"72,500
(1.01)"
포피스피자,포피스피자,"71,700
(1.00)"
치즈쇼피자,스카이하이(주),"70,920
(0.98)"
피자헤븐,(주)피자헤븐코리아,"70,797
(0.98)"
브로스피자&파스타,브로스피자&파스타본사,"70,400
(0.98)"
피자꾼,피자꾼,"70,100
(0.97)"
1830피자,1830피자협동조합,"69,850
(0.97)"
문문피자,NC에프앤비,"69,800
(0.97)"
꼬꼬번피자&치킨,에스에스엠코리아체인사업부,"69,650
(0.97)"
AMERICAN PIZZA(아메리칸피자),(주)복스아메리칸피자,"69,630
(0.97)"
피자오래,피자오래,"68,450
(0.95)"
긱스피자,(주)긱스에프앤비,"67,550
(0.94)"
쌀로만피자,쌀로만피자,"65,900
(0.91)"
유로코피자(EUROKO PIZZA),(주)유로코푸드,"65,900
(0.91)"
피자 1989,(주)일구팔구에프앤비(1989F&BCO.LTD),"65,700
(0.91)"
난타5000피자,(유)난타5000,"65,700
(0.91)"
킹스타피자,(주)스타푸드코리아,"65,000
(0.90)"
올스타피자,올스타피자,"64,900
(0.90)"
화덕피자 파숑,(주)열정과배려,"64,400
(0.89)"
바이 더 피자 앤 치킨,54번가푸드컨설팅,"64,350
(0.89)"
빅스타피자(Bigstar Pizza),(주)빅스타푸드,"64,020
(0.89)"
피자 아이씨,㈜더난푸드,"63,800
(0.89)"
피자스쿨,(주)피자스쿨,"63,500
(0.88)"
피자마루,(주)푸드죤,"62,680
(0.87)"
인앤피자,(주)훌랄라,"61,400
(0.85)"
트래블피자,(주)트래블앤아트,"60,200
(0.84)"
피자스쿨,(주)씨에이치컴퍼니,"60,000
(0.83)"
피제이(PJ)피자,골라먹는피제이(PJ)피자,"59,970
(0.83)"
청담피자,청담피자대전동구점,"59,595
(0.83)"
일인용피자,(주)위스피크푸드,"59,320
(0.82)"
오르새피자,(주)제이피케이컴퍼니,"59,100
(0.82)"
피자메카,피자메카컴퍼스,"59,100
(0.82)"
피자캠프,㈜더난푸드,"58,850
(0.82)"
엘에이치씨피자탑(LHC PIZZA TOP),(주)탑에프앤씨,"58,600
(0.81)"
자연임실치즈피자,자연임실치즈피자,"58,550
(0.81)"
착한피자,(주)착한피자,"58,300
(0.81)"
피자쿠치나,(주)쿠치나코리아,"58,300
(0.81)"
피자애,(주)피자애,"56,810
(0.79)"
피자애,(주)피자애,"56,810
(0.79)"
자가제빵 선명희피자,(주)더온에프앤비,"56,800
(0.79)"
피자빙고,(주)신성마을,"56,370
(0.78)"
윤검푸드 봉수아피자,(주)윤검푸드,"56,100
(0.78)"
후니피자,훈푸드,"55,800
(0.77)"
100년의피자카페인시애틀,100년의피체리아,"55,550
(0.77)"
맥주를구한피자,맥주를구한피자전포직영점,"55,500
(0.77)"
피자나라치킨공주,(주)리치빔,"55,450
(0.77)"
Port' Albs 피자굼터,(주)멀티푸드시스템,"54,450
(0.76)"
피자파는집,(주)얌얌레시피,"54,450
(0.76)"
59피자(오구피자),(주)오구본가,"53,900
(0.75)"
굿바이브(GOOD VIBE),굿바이브,"53,800
(0.75)"
옐로우피자(YELLOW PIZZA),옐로우피자,"53,680
(0.74)"
마스터 피자쏭,피자쏭,"53,600
(0.74)"
피자캡틴즈,피자캡틴즈,"53,470
(0.74)"
피자시대,(주)시대푸드,"53,260
(0.74)"
미스터파파임실치즈피자,외식그룹진밭,"53,150
(0.74)"
피자이탈리,피자이탈리가맹사업본부,"52,800
(0.73)"
피굽남피자,피굽남피자,"51,480
(0.71)"
피자 비토랩,(주)비토랩,"51,125
(0.71)"
피자 마켓 컴퍼니(pizza market company),피자마켓컴패니(PIZZAMARKETCOMPANY),"50,700
(0.70)"
피자네플러스,다인에프씨(주),"50,070
(0.69)"
피자1번가,혜정,"50,050
(0.69)"
피자투어,54번가푸드컨설팅,"49,800
(0.69)"
피자인,피자인,"49,500
(0.69)"
고스트피자 메이커스,고스트피자,"48,300
(0.67)"
피자와치킨,(주)바이올푸드글로벌,"47,940
(0.67)"
PIZZA ONE(피자원),피자원,"47,100
(0.65)"
몽's 피자,몽피자,"46,500
(0.65)"
피자는 치즈빨,김앤이프로젝트,"46,100
(0.64)"
아이러브피자,(주)더난푸드,"46,000
(0.64)"
피자뿌,피자뿌,"45,760
(0.64)"
피자빅,(주)그린푸드존,"45,550
(0.63)"
오즈앙,오즈앙피자청주점,"44,880
(0.62)"
나루에프엔비톰스(나루F&B톰스),나루에프엔비,"44,800
(0.62)"
피자팬팬,피자팬팬,"44,450
(0.62)"
피자엠소마,JK푸드,"44,405
(0.62)"
왕손피자,(주)왕손,"44,280
(0.61)"
피자대장,피자대장,"43,200
(0.60)"
청년피자,청년피자가맹본부,"43,076
(0.60)"
피자런,피자런,"42,926
(0.60)"
피치랑,피치랑,"42,600
(0.59)"
피자브라더스,(주)피자브라더스,"42,400
(0.59)"
BIGZZA(빅짜),㈜제이유코리아,"42,250
(0.59)"
피자써클,피자써클,"41,805
(0.58)"
엘리펀트피자(ELEPHANT PIZZA),엘리펀트피자,"41,800
(0.58)"
덤덤뉴욕스타일(DUM DUM New York Style),덤덤피자,"41,460
(0.58)"
한명숙피자치킨,"한명숙피자,치킨","40,700
(0.56)"
피자어셈블,한결푸드,"40,500
(0.56)"
어썸피자,어썸피자,"38,850
(0.54)"
피자베이,피자베이양천직영점,"38,750
(0.54)"
황철수피자,황철수피자,"38,390
(0.53)"
피자앰플러,승탁푸드,"37,650
(0.52)"
꾸버스피자,꾸버스피자,"37,200
(0.52)"
헬로피자,헬로F&B,"36,950
(0.51)"
피자야,피자야,"36,705
(0.51)"
수피자,(주)스칼라,"36,300
(0.50)"
수타5900,(주)나눔프랜차이즈,"36,300
(0.50)"
반올림피자샵,(주)반올림식품,"36,300
(0.50)"
피자와 치킨의 러브레터,(주)디에스푸드,"36,100
(0.50)"
Crew Pizza(크루피자),크루피자,"35,820
(0.50)"
피자닷,피자닷,"34,012
(0.47)"
피자명인,피자명인,"33,790
(0.47)"
네오피자,(주)네오에프앤비,"32,570
(0.45)"
피자플래넷,(주)플라넷에프앤디,"30,963
(0.43)"
수앤미피자,수앤미피자,"30,050
(0.42)"
청년피자 EXPRESS,청년피자가맹본부,"29,250
(0.41)"
PIZZA BOX(피자박스),피자박스,"29,170
(0.40)"
피자라네,피자라네,"28,600
(0.40)"
피자다움,다움F&B,"25,850
(0.36)"
하이스트피자,하이스트피자,"22,130
(0.31)"
라오니피자,라오니,"20,700
(0.29)"
브로피자,업텐브로피자체인본부,"20,040
(0.28)"
레트로지,미래푸드,"19,600
(0.27)"
시그널피자,시그널피자,"15,400
(0.21)"
닭쟁이 피자쟁이,제이제이푸드,"6,600
(0.09)"
프레드피자,프레드피자,"0
(0.00)"
평균,-,"116,939
(1.00)"
아우어베이커리(OUR Bakery),(주)씨앤피베이커리,"781,474
(6.68)"
더 베이커스 가든(The Baker's Garden),(주)올앤컴퍼니,"676,300
(5.78)"
WOO'Z,우즈(주),"443,100
(3.79)"
한스(HANS),(주)한스제과,"327,400
(2.80)"
CAFE빵선생,(주)다원에프엔비,"314,160
(2.69)"
롤링핀,(주)롤링핀컴퍼니,"311,950
(2.67)"
곤트란쉐리에,(주)곤트란쉐리에코리아,"310,500
(2.66)"
파리바게뜨,(주)파리크라상,"306,950
(2.62)"
뚜레쥬르,씨제이푸드빌(주),"252,750
(2.16)"
뚜레쥬르,씨제이푸드빌(주),"252,750
(2.16)"
더브라운,(주)프리스코,"252,700
(2.16)"
쏠뱅(SOLVANG),(주)쏠뱅,"252,000
(2.15)"
홍두당푸디아근대골목단팥빵,(주)홍두당,"248,300
(2.12)"
타르타르,(주)바로만든,"242,400
(2.07)"
크리스피크림,롯데지알에스(주),"231,616
(1.98)"
더착한베이커리카페,(주)정명에프앤비,"230,000
(1.97)"
브리오슈도레(BRIOCHE DOREE),대우산업개발(주),"229,450
(1.96)"
뺵다방베이커리,(주)더본코리아,"224,870
(1.92)"
마호가니,(주)도레도레,"214,410
(1.83)"
카페라리(Cafe La Lee),(주)베이커리라리,"213,600
(1.83)"
베이커스필드,(주)베이커스필드,"212,900
(1.82)"
던킨/던킨도너츠,비알코리아(주),"204,250
(1.75)"
프랑제리,(주)이랜드이츠,"197,300
(1.69)"
커피홀베이커리,(자)동명식품서울지점,"193,850
(1.66)"
오페뜨,(주)오페뜨,"191,830
(1.64)"
홍미당,(주)에이블비즈,"181,600
(1.55)"
그린브라우니(green brownie),(주)그린브라우니,"180,500
(1.54)"
핫브레드,(주)에이치비푸드,"178,200
(1.52)"
소보롱,(주)엔조이굿,"164,500
(1.41)"
이츠굿베이커리카페,케익타르트,"164,500
(1.41)"
비어드파파,스위트밀(주),"159,600
(1.36)"
브레댄코(bread&co.DAILY-NEW),(주)브레댄코,"156,300
(1.34)"
정항우케익,(주)명품정항우케익,"155,000
(1.33)"
본정,본정초콜릿(주),"152,800
(1.31)"
카페더치즈케익,케익CTC,"148,090
(1.27)"
정도너츠,농업회사법인(주)정담,"144,650
(1.24)"
삼송빵집,(주)삼송비엔씨(BNC),"144,200
(1.23)"
라베또,주식회사 라베또,"143,100
(1.22)"
라라브레드,(주)라라브레드,"137,000
(1.17)"
마크빈,(주)훌랄라,"134,250
(1.15)"
도넛킬러,㈜도넛킬러,"129,900
(1.11)"
데코르,(주)데코르,"126,950
(1.09)"
홉슈크림,(주)홉슈크림코리아,"126,500
(1.08)"
에잇비돌체,(주)에잇비돌체,"126,300
(1.08)"
스윗디저트카페루시카토,(주)루시카토,"120,390
(1.03)"
이화당,(주)엘에이치지,"118,600
(1.01)"
풍년제과,(주)강동오케익,"116,000
(0.99)"
베이크스토리,(주)스토리뱅크,"114,500
(0.98)"
시나본(CINNABON),블루빈컴퍼니(주),"113,180
(0.97)"
쁘띠렌,(주)파티시에,"112,450
(0.96)"
타르데마(TARDEMAH)베이커리,(주)하코카빔,"107,850
(0.92)"
신라명과,(주)신라명과,"106,800
(0.91)"
모찌모찌브레드,(주)모찌모찌브레드,"105,961
(0.91)"
한나식빵,디에이치컴퍼니,"103,950
(0.89)"
METEOR(메테오),디에이치컴퍼니,"103,950
(0.89)"
더베이크,세영이지(주),"103,400
(0.88)"
소미미,(주)쁘띠에프엔비,"102,350
(0.88)"
얌얌브레드,"(주)제이에스에프엔비(JSF&BCo.,Ltd.)","101,750
(0.87)"
트윗젤(Twitzel),(주)유정에프앤비,"98,000
(0.84)"
로띠번,(주)로띠번코리아,"94,920
(0.81)"
79파운야드(79 FOUNYARD),(주)에이알피에프엔비,"94,600
(0.81)"
르뽀미에,(주)에스피씨삼립,"94,050
(0.80)"
따삐오,(주)에스피씨삼립,"94,050
(0.80)"
앤티앤스,(주)재원푸드,"92,800
(0.79)"
마리웨일237,(주)루시카토,"92,450
(0.79)"
한스브레드카페,대전광역시동네빵집협동조합,"91,550
(0.78)"
망원동티라미수,(주)망원동티라미수,"91,330
(0.78)"
그여행(B.H.F.H),그여행(B.H.F.H),"91,000
(0.78)"
스페로스페라,(주)씨지에스에프앤비,"90,800
(0.78)"
빵장수단팥빵,(주)피쉐프코리아,"90,000
(0.77)"
빵장수꽈배기,(주)피쉐프코리아,"90,000
(0.77)"
쟈빠따,(주)피쉐프코리아,"90,000
(0.77)"
Wetzel's Pretzels(웻즐스프레즐),(주)낙산에프앤비,"89,200
(0.76)"
코코호도,(주)샤마,"87,120
(0.75)"
식빵이맛있는집 네모,(주)그린문컴퍼니,"86,050
(0.74)"
바푸리수제식빵,(주)비피알,"84,700
(0.72)"
스트릿츄러스,(주)솔라벨,"84,512
(0.72)"
나나케이크,(주)나나드림,"83,850
(0.72)"
청담동꿀꽈배기,(주)에이치앤디,"83,400
(0.71)"
고집불통 식빵싸부,고집불통식빵싸부,"83,300
(0.71)"
빠아앙,(주)지에프네트웍스,"82,970
(0.71)"
케이크를부탁해,(주)케이크를부탁해,"82,410
(0.70)"
파더스베이글(father's bagel),파더스베이글,"81,200
(0.69)"
홍루이젠,(주)타이웨이,"80,350
(0.69)"
위드파오(WITH PAO),(주)행복생활건강,"80,000
(0.68)"
블럭제빵소,(주)블럭에프에스,"79,142
(0.68)"
사람과 연근,농업회사법인㈜사람과연근플러스자연,"78,900
(0.67)"
티니호박,티니호박,"77,250
(0.66)"
꽈배기마법사,(주)부광,"76,000
(0.65)"
CROCRO (크로크로),(주)키푸디,"75,950
(0.65)"
샌드그립(SANDGRIP),(주)디케이인코퍼레이션,"75,900
(0.65)"
도담도담식빵,도담도담플랜,"73,700
(0.63)"
갓식빵,(주)무진,"72,300
(0.62)"
메리안나,메리안나,"71,650
(0.61)"
바른식빵,(주)바른식빵,"71,300
(0.61)"
서울도넛츠,(주)천운컴퍼니,"71,200
(0.61)"
고로케하우스,(주)에스지푸드,"71,000
(0.61)"
호밀호두,(주)호밀호두,"70,290
(0.60)"
고구맘,영주농업회사법인(주),"70,200
(0.60)"
빵드밀식빵,빵드밀(주),"69,650
(0.60)"
빵사부식빵공방,(주)엘케이글로벌,"69,550
(0.59)"
또아식빵,(주)또아식빵,"69,550
(0.59)"
에그몬(EGGMON),(주)에이지리테일,"69,440
(0.59)"
버거스페이스(BURGER SPACE),(주)비에스그룹,"69,350
(0.59)"
박사단팥빵,(주)중안,"68,220
(0.58)"
내가만든미케익,케익타르트,"67,966
(0.58)"
크라상점,(주)에이브로,"67,700
(0.58)"
맘스케익,(주)맘스푸드,"67,458
(0.58)"
대만샌드위치 티앙웨이,(주)와이비운용사업부,"67,100
(0.57)"
대만샌드위치 티앙웨이,(주)와이비운용사업부,"67,100
(0.57)"
팔래스도우넛,(주)팔래스코리아,"67,100
(0.57)"
천안옛날호두과자,(주)능수제과옛날호두과자,"65,250
(0.56)"
송사부수제쌀고로케,(주)마스터에프엔비,"64,050
(0.55)"
레인보우마카롱,레인보우마카롱,"63,410
(0.54)"
에그홀릭(EGG HOLIC),에그홀릭에프앤비,"63,360
(0.54)"
북문당,(주)와이에스컴퍼니,"62,290
(0.53)"
반월당고로케,(주)반고푸드시스템,"61,500
(0.53)"
더베리와플,더베리와플,"61,300
(0.52)"
케이크만들기단하나(DANHANA),(주)파티시에,"60,550
(0.52)"
이앤바이(이n바이),(주)이지바이플러스,"59,890
(0.51)"
슈슈레인,(주)슈슈컴퍼니,"59,200
(0.51)"
파파도나스,(주)파파들,"59,000
(0.50)"
슈케익하우스(Chou Cake House),슈케익하우스,"58,000
(0.50)"
언더2그램고로케(under2gram korokke),(주)이퀄리브리엄,"57,650
(0.49)"
도너츠윤,도너츠윤가맹사업본부,"57,200
(0.49)"
와플몬스터,(주)몬스터컴퍼니,"56,660
(0.48)"
토스트카페마리,(주)더블유엔씨,"56,300
(0.48)"
권실장 참마 찹쌀 꽈배기,케이스푸드,"56,000
(0.48)"
베러댄와플,베러댄와플협동조합,"56,000
(0.48)"
"오직, 그대만",(주)오직그대만,"55,450
(0.47)"
오케이크(O'CAKE),H2(에이치2),"53,900
(0.46)"
본가정항우케익,(주)본가정항우케익,"53,000
(0.45)"
천안명물호도원,(주)호도원,"51,370
(0.44)"
크로와플,제이에스푸드(주),"50,400
(0.43)"
와플킹,(주)서래스터,"49,090
(0.42)"
꼬나바옥수수꽈배기,한바른식품연구소,"47,850
(0.41)"
빈스킹토스트,(주)빈스킹코리아,"47,300
(0.40)"
꽈쉑,(주)쉐프진,"46,450
(0.40)"
미라노디저트,미라노디저트,"45,844
(0.39)"
행복한찹쌀,정이당,"44,900
(0.38)"
홍베이팡,(주)홍베이팡,"43,250
(0.37)"
농부네찹쌀이야기,농부네찹쌀이야기,"42,800
(0.37)"
꽈배기브라더스,(주)꽈배기브라더스,"42,250
(0.36)"
호두랑파이랑,호두랑파이랑,"42,050
(0.36)"
아리랑수제핫도그,(주)아리랑에프앤비,"41,628
(0.36)"
청춘당 찹쌀 꽈배기,청춘당,"40,950
(0.35)"
동빵,(주)코끼리와친구들,"40,728
(0.35)"
못난이꽈배기,(주)못난이푸드,"40,490
(0.35)"
심봉사도로케,(주)티엠드,"40,100
(0.34)"
명랑시대쌀핫도그,명랑시대외식청년창업협동조합,"39,710
(0.34)"
호두당,(주)그린문컴퍼니,"35,200
(0.30)"
노랑고래찹쌀꽈배기,노랑고래푸드,"33,000
(0.28)"
뜰방네 효소 꽈배기,올리고(주),"30,140
(0.26)"
쌀똑핫도그,(주)초베이,"29,700
(0.25)"
또봉이핫독&도넛,또봉이에프앤에스(주),"18,930
(0.16)"
평균,-,"122,577
(1.00)"
하겐다즈,한국하겐다즈(주),"357,700
(2.92)"
밀탑(MEALTOP),(주)밀탑,"281,500
(2.30)"
배스킨라빈스,비알코리아(주),"269,150
(2.20)"
젤라뚜또,(주)젤라뚜또,"180,570
(1.47)"
망고홀릭,망고홀릭체인본부,"177,370
(1.45)"
설빙,(주)설빙,"163,120
(1.33)"
쿠크봉,(주)와이어즈,"161,800
(1.32)"
알라스카인제주,(주)알라스카인제주,"151,900
(1.24)"
제주설심당,제주설심당,"145,000
(1.18)"
아이스빈(ICE BEAN),(주)에프앤지코리아,"140,300
(1.14)"
카페보라,(주)디저트픽코리아,"139,850
(1.14)"
파시야,(주)앤하우스,"135,320
(1.10)"
오슬로(o'slo),(주)신세계푸드,"131,731
(1.07)"
나뚜루,롯데제과(주),"124,953
(1.02)"
콜드스톤,(주)스타럭스,"121,006
(0.99)"
요거트미,(주)엘에이치지,"118,600
(0.97)"
요거베리,(주)휴럼,"114,900
(0.94)"
빨라쪼델프레도,(주)빨라쪼,"113,000
(0.92)"
소프트리(SOFTREE),(주)소프트리,"109,500
(0.89)"
에맥앤볼리오스(Emack & Bolio's),(주)르뱅코리아,"106,050
(0.87)"
스위트몬스터(SWEET MONSTER),스위트몬스터(주),"104,300
(0.85)"
바세츠 아이스크림(BASSETTS ICE CREAM),(주)바세츠코리아,"97,600
(0.80)"
프로즌브라이드,(주)에프비코리아,"94,650
(0.77)"
도쿄빙수,(주)에스에스에이푸드,"86,700
(0.71)"
스쿱스젤라또,스쿱스젤라또,"84,000
(0.69)"
브알라,(주)브알라,"78,590
(0.64)"
캘리소프트서브,(주)에스이티아이,"72,307
(0.59)"
페르케노,(주)이랜드이츠,"71,600
(0.58)"
빙달,(주)빙달,"43,065
(0.35)"
픽미픽미아이스크림할인점,픽미픽미아이스,"23,300
(0.19)"
빙찌,빙찌,"15,400
(0.13)"
