브랜드,상호,창업비용
배달5삼겹,(주)피에프에스,"16,170
(0.16)"
청주본가,(주)영광식품,"16,000
(0.16)"
카라돈,오늘의Recipe,"15,706
(0.16)"
만병통찜닭,만병통찜닭,"13,980
(0.14)"
왕돈까스&왕냉면,오름푸드(주),"12,350
(0.12)"
꼬챙이,(주)제이에스인터푸드,"10,800
(0.11)"
조민석의 청년갈비,화경푸드,"10,500
(0.11)"
산청자매훠궈,산청자매훠궈,"9,700
(0.10)"
화레무,화레무,"9,700
(0.10)"
부타앤카츠,앤에프씨,"9,700
(0.10)"
우리집다음에맛있는집양평해장국,(주)우리집다음에맛있는집,"9,427
(0.09)"
에그토스트,에그토스트,"8,600
(0.09)"
올리브명품찹쌀꽈배기,올리브푸드,"8,360
(0.08)"
냉면&덮밥도 배달돼지,(주)배달돼지,"7,700
(0.08)"
모두의곱창,모두의곱창본점,"7,040
(0.07)"
갑족발,브이피컴퍼니,"6,000
(0.06)"
밥스토랑,인피니티벤처스(주),"4,750
(0.05)"
브라더탕수,FBFOOD에프비푸드,"4,210
(0.04)"
바다양푼이 동태탕 찜,(주)예진희알이에프,"3,800
(0.04)"
샐러데이즈(Salad Days),(주)루피쿡,"0
(0.00)"
